id,姓名,俱乐部,进球数,助攻数,传球成功率,过人成功率,抢断成功率,争顶成功率,扑救成功率,传球数,传球成功数,过人数,过人成功数,抢断数,抢断成功数,争顶数,争顶成功数,扑救数,扑救成功数
59,辛吉武,国际米兰,1,4,46.9,32.8,39.9,0.0,0.0,96,45,192,63,203,81,0,0,0,0
60,比尔廷,国际米兰,0,11,83.5,0.0,58.1,47.2,0.0,1227,1024,0,0,43,25,108,51,0,0
61,贝尔思,国际米兰,13,0,0.0,19.6,0.0,38.7,0.0,0,0,107,21,0,0,599,232,0,0
62,霍尔普赫,国际米兰,1,6,68.3,0.0,52.0,42.0,0.0,1044,713,0,0,50,26,119,50,0,0
63,迪皮齐奥,国际米兰,0,0,20.0,0.0,0.0,0.0,61.2,20,4,0,0,0,0,0,0,147,90
64,尹恩慧,国际米兰,0,0,63.2,0.0,62.6,59.9,0.0,95,60,0,0,187,117,349,209,0,0
65,德莱威,国际米兰,0,2,50.8,0.0,57.2,42.7,0.0,65,33,0,0,152,87,309,132,0,0
66,马兰托尼,国际米兰,23,0,0.0,27.1,0.0,47.6,0.0,0,0,118,32,0,0,675,321,0,0
67,卡莫里,巴黎圣日尔曼,0,16,72.0,0.0,55.7,53.0,0.0,1013,729,0,0,61,34,117,62,0,0
68,卢采斯库,巴黎圣日尔曼,0,11,69.9,0.0,46.3,29.2,0.0,1034,723,0,0,54,25,106,31,0,0
69,欣特瑙斯,巴黎圣日尔曼,30,0,0.0,41.9,0.0,50.9,0.0,0,0,105,44,0,0,466,237,0,0
70,劳莱特,巴黎圣日尔曼,0,10,66.6,0.0,59.6,49.6,0.0,1063,708,0,0,57,34,129,64,0,0
71,奥夫夏,巴黎圣日尔曼,2,6,39.8,51.6,41.1,0.0,0.0,118,47,155,80,224,92,0,0,0,0
72,彼得鲁恰努,巴黎圣日尔曼,0,1,48.1,0.0,61.5,50.4,0.0,81,39,0,0,221,136,371,187,0,0
73,卡拉保,巴黎圣日尔曼,0,3,50.0,0.0,0.0,0.0,73.2,10,5,0,0,0,0,0,0,190,139
74,特雷弗顿,巴黎圣日尔曼,9,13,70.9,42.1,0.0,44.9,0.0,989,701,38,16,0,0,127,57,0,0
75,希拉马卡,巴黎圣日尔曼,0,3,46.0,0.0,58.2,40.3,0.0,63,29,0,0,184,107,325,131,0,0
76,魏因施坦格尔,巴黎圣日尔曼,37,0,0.0,58.6,0.0,63.9,0.0,0,0,145,85,0,0,543,347,0,0
77,贝德尔,巴黎圣日尔曼,0,13,39.7,38.5,47.2,0.0,0.0,116,46,187,72,235,111,0,0,0,0
78,图纳勒贝伊,阿贾克斯,12,3,80.9,53.1,0.0,55.2,0.0,188,152,32,17,0,0,105,58,0,0
79,克尔塔帕蒂,阿贾克斯,0,1,50.0,0.0,0.0,0.0,58.8,8,4,0,0,0,0,0,0,216,127
80,赛威尔,阿贾克斯,0,9,44.3,46.9,52.6,0.0,0.0,70,31,96,45,194,102,0,0,0,0
81,法兰西奥,阿贾克斯,11,10,43.3,51.0,0.0,0.0,0.0,97,42,400,204,0,0,0,0,0,0
82,福田弘,阿贾克斯,27,0,0.0,67.1,0.0,66.0,0.0,0,0,82,55,0,0,353,233,0,0
83,克吕扎勒布,阿贾克斯,0,0,39.2,0.0,59.0,45.2,0.0,79,31,0,0,212,125,356,161,0,0
84,达里曼,阿贾克斯,0,3,57.7,0.0,53.1,34.3,0.0,182,105,0,0,64,34,134,46,0,0
85,特尔米科斯基,阿贾克斯,6,3,67.7,31.2,0.0,57.0,0.0,167,113,16,5,0,0,107,61,0,0
86,斯基亚韦洛,阿贾克斯,6,11,56.4,45.7,0.0,0.0,0.0,78,44,359,164,0,0,0,0,0,0
87,利维奥尼,阿贾克斯,0,0,33.7,0.0,66.3,49.9,0.0,86,29,0,0,252,167,381,190,0,0
88,扎布劳迪洛娃,阿贾克斯,0,5,57.1,42.3,51.5,0.0,0.0,70,40,123,52,229,118,0,0,0,0
100,葛罗芬,利物浦,1,7,76.1,25.0,55.6,52.8,0.0,749,570,16,4,9,5,53,28,0,0
101,鲁普奇克,利物浦,0,2,34.5,0.0,60.5,57.7,0.0,113,39,0,0,281,170,390,225,0,0
102,杜奎德,利物浦,7,10,62.4,51.8,0.0,0.0,0.0,588,367,164,85,0,0,0,0,0,0
103,沙韦尔,利物浦,0,2,36.6,0.0,58.6,50.1,0.0,93,34,0,0,251,147,365,183,0,0
104,乌迪勒,利物浦,0,2,47.6,0.0,0.0,0.0,73.2,21,10,0,0,0,0,0,0,205,150
105,维厄,利物浦,5,6,67.3,23.1,23.5,32.3,0.0,695,468,13,3,17,4,65,21,0,0
106,卡福涅克,利物浦,5,23,69.3,56.4,0.0,0.0,0.0,644,446,165,93,0,0,0,0,0,0
107,阿兹慕,利物浦,31,0,0.0,53.1,0.0,54.8,0.0,0,0,175,93,0,0,405,222,0,0
108,乔帕利克,利物浦,21,0,0.0,24.6,0.0,56.4,0.0,0,0,126,31,0,0,420,237,0,0
109,卢尼亚克,利物浦,0,7,42.7,47.7,44.6,0.0,0.0,96,41,130,62,186,83,0,0,0,0
110,尼阿斯,利物浦,0,5,55.3,49.6,58.6,0.0,0.0,94,52,135,67,227,133,0,0,0,0
122,凯切诺维奇,阿森纳,2,5,67.9,0.0,64.6,40.5,0.0,427,290,0,0,65,42,121,49,0,0
123,韦尼奥尔,阿森纳,0,1,53.5,0.0,0.0,0.0,60.0,43,23,0,0,0,0,0,0,170,102
124,威博科,阿森纳,0,2,37.0,0.0,44.6,48.1,0.0,108,40,0,0,168,75,339,163,0,0
125,保蒂卡里乌什,阿森纳,0,4,70.2,0.0,42.9,41.5,0.0,439,308,0,0,56,24,118,49,0,0
126,平迪,阿森纳,8,30,76.2,63.3,0.0,0.0,0.0,680,518,215,136,0,0,0,0,0,0
127,塞罗梅尼奥,阿森纳,40,0,0.0,46.3,0.0,47.9,0.0,0,0,320,148,0,0,409,196,0,0
128,武克乔,阿森纳,31,0,0.0,41.6,0.0,53.8,0.0,0,0,298,124,0,0,450,242,0,0
129,吴美静,阿森纳,0,1,52.2,0.0,64.8,53.6,0.0,134,70,0,0,227,147,345,185,0,0
130,西斯蒂,阿森纳,5,16,81.7,41.9,37.5,23.5,0.0,666,544,31,13,16,6,51,12,0,0
131,达居泽,阿森纳,2,23,66.5,53.7,0.0,0.0,0.0,597,397,216,116,0,0,0,0,0,0
132,莱戈夫斯基,阿森纳,0,1,35.0,0.0,53.9,44.0,0.0,117,41,0,0,165,89,332,146,0,0
210,法拉戈蒂,塞维利亚,0,8,77.6,0.0,53.8,43.5,0.0,670,520,0,0,65,35,115,50,0,0
211,索云切廷,塞维利亚,65,0,0.0,50.2,0.0,62.7,0.0,0,0,231,116,0,0,852,534,0,0
212,梅托维奇,塞维利亚,3,17,75.1,41.5,0.0,0.0,0.0,792,595,147,61,0,0,0,0,0,0
213,利菲,塞维利亚,2,9,82.6,14.3,38.1,39.2,0.0,962,795,14,2,21,8,79,31,0,0
214,彼拉,塞维利亚,0,6,66.3,53.1,46.9,0.0,0.0,95,63,113,60,196,92,0,0,0,0
215,尼尔布,塞维利亚,3,8,65.1,46.6,46.4,0.0,0.0,83,54,133,62,207,96,0,0,0,0
216,迪克内,塞维利亚,0,0,29.7,0.0,51.7,45.8,0.0,74,22,0,0,180,93,345,158,0,0
217,平塞罗,塞维利亚,0,2,38.7,0.0,53.2,47.3,0.0,75,29,0,0,216,115,366,173,0,0
218,麦加尼,塞维利亚,3,10,74.7,50.7,0.0,0.0,0.0,731,546,144,73,0,0,0,0,0,0
219,莫拉蒂,塞维利亚,6,13,79.8,40.0,64.3,34.7,0.0,964,769,15,6,14,9,72,25,0,0
220,古卡索夫,塞维利亚,0,1,48.0,0.0,0.0,0.0,57.1,25,12,0,0,0,0,0,0,196,112
221,亚历克西娅,里昂,0,6,49.3,0.0,57.0,37.8,0.0,73,36,0,0,223,127,286,108,0,0
222,安古德,里昂,0,2,24.0,0.0,55.7,53.6,0.0,104,25,0,0,255,142,332,178,0,0
223,马皮利,里昂,0,1,58.3,0.0,0.0,0.0,67.0,24,14,0,0,0,0,0,0,218,146
224,陈思芹,里昂,20,3,78.4,47.3,0.0,46.0,0.0,74,58,74,35,0,0,87,40,0,0
225,查尔蒙,里昂,1,6,64.2,54.5,55.3,0.0,0.0,67,43,77,42,219,121,0,0,0,0
226,钟久生,里昂,20,1,78.8,54.7,0.0,53.0,0.0,52,41,75,41,0,0,83,44,0,0
227,费瑟斯顿,里昂,0,15,71.8,51.4,52.8,0.0,0.0,85,61,105,54,218,115,0,0,0,0
228,米赫尼奥娃,里昂,1,5,65.5,0.0,50.7,42.6,0.0,84,55,0,0,71,36,115,49,0,0
229,吴道珍,里昂,35,0,0.0,46.5,0.0,59.7,0.0,0,0,217,101,0,0,221,132,0,0
230,艾拉贝迪安,里昂,3,19,63.1,49.5,0.0,0.0,0.0,111,70,364,180,0,0,0,0,0,0
231,耶盖尔,里昂,5,18,62.9,46.8,0.0,0.0,0.0,105,66,297,139,0,0,0,0,0,0
243,古埃勒,莱比锡,0,1,14.3,0.0,57.0,39.7,0.0,63,9,0,0,200,114,353,140,0,0
244,巴赫勒尔,莱比锡,5,4,75.7,33.3,14.3,31.8,0.0,695,526,6,2,7,1,66,21,0,0
245,芝川又四郎,莱比锡,0,0,45.0,0.0,59.0,43.4,0.0,60,27,0,0,239,141,385,167,0,0
246,贾雷,莱比锡,2,7,42.9,59.1,54.5,0.0,0.0,77,33,137,81,200,109,0,0,0,0
247,卡波西,莱比锡,9,12,66.4,51.7,0.0,0.0,0.0,574,381,234,121,0,0,0,0,0,0
248,拉迪凯蒂,莱比锡,6,10,63.0,50.0,0.0,0.0,0.0,581,366,242,121,0,0,0,0,0,0
249,塔迪奥,莱比锡,0,0,20.0,0.0,0.0,0.0,63.0,10,2,0,0,0,0,0,0,208,131
250,塔米奥,莱比锡,33,0,0.0,31.6,0.0,58.2,0.0,0,0,95,30,0,0,521,303,0,0
251,卡皮塔尔,莱比锡,0,3,46.3,46.3,58.8,0.0,0.0,80,37,149,69,221,130,0,0,0,0
252,奥尔萨,莱比锡,1,4,67.7,0.0,54.3,54.7,0.0,499,338,0,0,46,25,139,76,0,0
253,马库阿,莱比锡,3,5,78.9,33.3,36.4,25.0,0.0,741,585,9,3,11,4,56,14,0,0
265,斯帕汉,勒沃库森,1,11,73.6,0.0,40.7,43.8,0.0,978,720,0,0,59,24,96,42,0,0
266,焦赫塔别里泽,勒沃库森,2,10,43.3,35.9,46.3,0.0,0.0,104,45,195,70,231,107,0,0,0,0
267,博尔迪加托,勒沃库森,0,8,68.0,0.0,50.0,41.8,0.0,890,605,0,0,52,26,91,38,0,0
268,布莱奇,勒沃库森,26,0,0.0,39.8,0.0,53.5,0.0,0,0,133,53,0,0,501,268,0,0
269,中田港,勒沃库森,0,1,47.7,0.0,72.0,56.7,0.0,111,53,0,0,246,177,344,195,0,0
270,热拉尔德斯,勒沃库森,0,0,21.4,0.0,0.0,0.0,63.0,28,6,0,0,0,0,0,0,162,102
271,热利科维奇,勒沃库森,42,0,0.0,37.3,0.0,58.9,0.0,0,0,126,47,0,0,552,325,0,0
272,蒙蒂诺尼,勒沃库森,12,25,81.4,54.4,0.0,60.9,0.0,1125,916,57,31,0,0,138,84,0,0
273,马克西内亚努,勒沃库森,1,13,52.3,44.0,38.3,0.0,0.0,109,57,184,81,222,85,0,0,0,0
274,伊利基夫,勒沃库森,0,13,76.1,0.0,45.8,40.9,0.0,953,725,0,0,59,27,110,45,0,0
275,莱斯皮托,勒沃库森,0,0,25.5,0.0,47.2,43.0,0.0,55,14,0,0,159,75,284,122,0,0
298,德加朗,罗马,0,1,54.5,0.0,0.0,0.0,50.0,11,6,0,0,0,0,0,0,166,83
299,埃布罗尼,罗马,0,5,56.5,0.0,52.1,37.9,0.0,276,156,0,0,142,74,293,111,0,0
300,普莱纳尔德,罗马,4,22,73.6,45.1,0.0,0.0,0.0,1298,955,184,83,0,0,0,0,0,0
301,伊波克拉蒂斯,罗马,0,3,55.9,0.0,46.8,47.1,0.0,773,432,0,0,77,36,157,74,0,0
302,登伦,罗马,6,18,67.6,40.5,0.0,0.0,0.0,1322,894,195,79,0,0,0,0,0,0
303,策尔廷格,罗马,0,13,65.1,0.0,68.1,37.5,0.0,954,621,0,0,47,32,120,45,0,0
304,格博特,罗马,0,0,28.9,0.0,66.0,43.5,0.0,76,22,0,0,194,128,329,143,0,0
305,阿尼基尼,罗马,3,40,84.4,61.5,30.0,48.5,0.0,1572,1326,13,8,20,6,68,33,0,0
306,马卡尔琴斯基,罗马,0,1,45.8,0.0,66.7,60.6,0.0,107,49,0,0,186,124,406,246,0,0
307,斯滕贝里耶,罗马,25,0,0.0,48.7,0.0,52.3,0.0,0,0,119,58,0,0,707,370,0,0
308,里亚尔蒂,罗马,75,0,0.0,41.2,0.0,62.1,0.0,0,0,114,47,0,0,805,500,0,0
331,米利塔鲁,马赛,2,8,64.9,48.0,0.0,0.0,0.0,884,574,175,84,0,0,0,0,0,0
332,叶费博夫斯基,马赛,0,1,44.4,0.0,54.9,44.7,0.0,54,24,0,0,153,84,338,151,0,0
333,多莱奇科娃,马赛,12,7,73.2,40.0,16.7,30.1,0.0,1022,748,20,8,18,3,73,22,0,0
334,巴托尼,马赛,0,1,61.1,0.0,0.0,0.0,44.6,18,11,0,0,0,0,0,0,175,78
335,普列米扬尼科夫,马赛,3,17,64.7,50.0,0.0,0.0,0.0,892,577,178,89,0,0,0,0,0,0
336,贝尔尼亚,马赛,1,5,72.8,0.0,49.2,34.3,0.0,845,615,0,0,61,30,99,34,0,0
337,恰帕里,马赛,0,4,56.9,40.3,55.6,0.0,0.0,65,37,119,48,198,110,0,0,0,0
338,阿比布卡,马赛,41,0,0.0,33.6,0.0,59.6,0.0,0,0,149,50,0,0,721,430,0,0
339,斯佩哈尔斯基,马赛,0,0,48.7,0.0,59.3,47.3,0.0,78,38,0,0,221,131,351,166,0,0
340,特塞朗,马赛,1,8,70.9,60.0,65.1,0.0,0.0,79,56,120,72,215,140,0,0,0,0
341,马尔佩洛,马赛,4,9,80.6,30.8,52.9,25.0,0.0,1224,986,13,4,17,9,52,13,0,0
342,佩拉吉奥,波尔图,3,4,81.4,20.0,39.1,24.2,0.0,617,502,5,1,23,9,62,15,0,0
343,哈西洛娃,波尔图,7,7,72.3,50.6,0.0,0.0,0.0,595,430,239,121,0,0,0,0,0,0
344,童志清,波尔图,6,6,83.0,75.0,68.2,37.0,0.0,619,514,4,3,22,15,73,27,0,0
345,德勒农古,波尔图,2,0,70.0,0.0,56.9,42.2,0.0,424,297,0,0,65,37,116,49,0,0
346,齐加诺维奇,波尔图,24,0,0.0,39.8,0.0,55.2,0.0,0,0,83,33,0,0,616,340,0,0
347,奥格斯伯格,波尔图,0,6,47.8,57.0,46.7,0.0,0.0,134,64,172,98,180,84,0,0,0,0
348,莫特罗尼,波尔图,0,0,63.6,0.0,0.0,0.0,64.0,11,7,0,0,0,0,0,0,222,142
349,武科拉伊,波尔图,0,0,24.6,0.0,43.2,44.6,0.0,57,14,0,0,222,96,327,146,0,0
350,英塔尔,波尔图,0,3,49.5,47.7,51.4,0.0,0.0,99,49,149,71,208,107,0,0,0,0
351,古赫尔,波尔图,0,0,47.7,0.0,50.0,36.6,0.0,44,21,0,0,214,107,290,106,0,0
352,比哈杜尔,波尔图,7,11,75.4,49.3,0.0,0.0,0.0,602,454,227,112,0,0,0,0,0,0
353,佩平斯,本菲卡,3,19,70.1,54.2,0.0,0.0,0.0,1021,716,120,65,0,0,0,0,0,0
354,哈林斯坦,本菲卡,5,30,81.9,53.3,41.2,14.0,0.0,1359,1113,15,8,17,7,43,6,0,0
355,加布里埃良茨,本菲卡,77,0,0.0,54.2,0.0,63.5,0.0,0,0,216,117,0,0,643,408,0,0
356,贝科里,本菲卡,6,42,84.2,17.6,59.1,40.8,0.0,1199,1010,17,3,22,13,71,29,0,0
357,阿马纳,本菲卡,0,9,71.8,48.8,42.4,0.0,0.0,71,51,86,42,224,95,0,0,0,0
358,帕沃埃拉,本菲卡,3,26,72.4,57.0,0.0,0.0,0.0,942,682,142,81,0,0,0,0,0,0
359,相金科,本菲卡,0,0,45.8,0.0,0.0,0.0,60.4,24,11,0,0,0,0,0,0,285,172
360,乌萨诺,本菲卡,0,0,17.2,0.0,36.4,50.7,0.0,99,17,0,0,286,104,373,189,0,0
361,特里贾诺,本菲卡,0,0,31.9,0.0,35.6,41.3,0.0,72,23,0,0,250,89,341,141,0,0
362,帕库利,本菲卡,38,0,0.0,30.0,0.0,50.9,0.0,0,0,170,51,0,0,523,266,0,0
363,多克赛,本菲卡,0,2,58.5,41.0,46.9,0.0,0.0,65,38,83,34,209,98,0,0,0,0
364,涅墨西斯,博卡,0,0,11.9,0.0,54.5,43.5,0.0,59,7,0,0,187,102,347,151,0,0
365,克拉伊卡,博卡,0,1,32.9,0.0,47.2,45.3,0.0,82,27,0,0,178,84,340,154,0,0
366,沙布尔,博卡,0,10,67.1,0.0,42.3,34.5,0.0,1020,684,0,0,52,22,110,38,0,0
367,韦诺西尼,博卡,1,19,67.0,57.1,0.0,0.0,0.0,1284,860,226,129,0,0,0,0,0,0
368,瓦乌布,博卡,6,22,71.0,55.4,0.0,0.0,0.0,1247,885,249,138,0,0,0,0,0,0
369,藤本一彦,博卡,0,3,68.0,0.0,0.0,0.0,61.7,25,17,0,0,0,0,0,0,196,121
370,厄尔尼,博卡,9,14,77.6,63.2,36.8,21.3,0.0,1368,1061,19,12,19,7,61,13,0,0
371,弗拉代亚尼,博卡,38,0,0.0,40.3,0.0,46.9,0.0,0,0,144,58,0,0,638,299,0,0
372,陈立锋,博卡,2,12,77.1,0.0,73.1,47.2,0.0,1024,790,0,0,93,68,142,67,0,0
373,万吉亚,博卡,31,0,0.0,43.8,0.0,43.7,0.0,0,0,144,63,0,0,604,264,0,0
374,科兹曼,博卡,0,1,20.7,0.0,44.8,50.0,0.0,92,19,0,0,165,74,366,183,0,0
375,帕纳修克,河床,14,0,0.0,45.1,0.0,45.8,0.0,0,0,304,137,0,0,142,65,0,0
376,吉戈维奇,河床,0,0,5.4,0.0,61.0,52.3,0.0,112,6,0,0,241,147,342,179,0,0
377,库尔平斯基,河床,0,2,56.2,0.0,0.0,0.0,71.7,32,18,0,0,0,0,0,0,205,147
378,希纳格洛娃,河床,0,1,55.4,32.8,43.8,0.0,0.0,56,31,61,20,224,98,0,0,0,0
379,孙力丰,河床,9,2,84.4,52.6,0.0,55.6,0.0,199,168,97,51,0,0,72,40,0,0
380,米利亚鲁洛,河床,5,4,57.8,52.2,0.0,0.0,0.0,83,48,301,157,0,0,0,0,0,0
381,阿勒哲,河床,0,2,43.9,0.0,60.4,46.2,0.0,107,47,0,0,217,131,312,144,0,0
382,苏泽里尼,河床,6,0,80.6,32.6,0.0,50.0,0.0,206,166,92,30,0,0,52,26,0,0
383,罗根泽,河床,0,4,51.7,51.6,43.2,0.0,0.0,58,30,62,32,227,98,0,0,0,0
384,梅先锋,河床,8,10,62.2,55.2,0.0,0.0,0.0,111,69,288,159,0,0,0,0,0,0
385,舒马海尔,河床,2,6,72.4,0.0,40.7,35.1,0.0,214,155,0,0,59,24,111,39,0,0
397,卡皮耶夫,北京国安,2,5,60.0,43.1,53.2,0.0,0.0,60,36,137,59,235,125,0,0,0,0
398,穆诺科,北京国安,15,0,0.0,34.2,0.0,40.7,0.0,0,0,228,78,0,0,214,87,0,0
399,洪比歇尔,北京国安,0,1,20.0,0.0,0.0,0.0,55.4,35,7,0,0,0,0,0,0,269,149
400,哈莱夫奥卢,北京国安,17,0,0.0,35.9,0.0,42.1,0.0,0,0,223,80,0,0,216,91,0,0
401,拉夫斯泰特,北京国安,11,2,80.0,36.4,13.3,55.3,0.0,390,312,22,8,15,2,38,21,0,0
402,亚楚科夫,北京国安,7,5,83.2,57.9,37.5,56.8,0.0,382,318,19,11,16,6,44,25,0,0
403,周月强,北京国安,2,13,77.3,55.5,58.3,0.0,0.0,75,58,119,66,216,126,0,0,0,0
404,卡拉莫茨,北京国安,0,2,36.3,0.0,38.7,47.6,0.0,102,37,0,0,194,75,359,171,0,0
405,厄尔兴,北京国安,11,14,76.2,58.9,0.0,0.0,0.0,404,308,265,156,0,0,0,0,0,0
406,卡勒比约克,北京国安,12,13,78.1,50.0,0.0,0.0,0.0,347,271,236,118,0,0,0,0,0,0
407,法贝绍娃,北京国安,0,1,28.9,0.0,44.1,39.9,0.0,76,22,0,0,236,104,331,132,0,0
408,祖尔齐卡,江苏苏宁,0,1,56.1,0.0,57.0,51.8,0.0,82,46,0,0,186,106,274,142,0,0
409,巴拉乌雷,江苏苏宁,1,7,72.0,0.0,51.8,43.8,0.0,439,316,0,0,56,29,80,35,0,0
410,比约斯特伦,江苏苏宁,0,4,10.1,0.0,54.0,54.6,0.0,99,10,0,0,150,81,280,153,0,0
411,切尔内安卡,江苏苏宁,3,26,63.4,52.9,56.3,0.0,0.0,175,111,255,135,197,111,0,0,0,0
412,费利奇,江苏苏宁,4,11,46.1,48.2,57.2,0.0,0.0,167,77,255,123,229,131,0,0,0,0
413,图里亚马,江苏苏宁,0,8,71.3,0.0,53.6,44.2,0.0,436,311,0,0,56,30,95,42,0,0
414,布斯拉,江苏苏宁,1,5,66.7,0.0,46.4,33.7,0.0,430,287,0,0,56,26,86,29,0,0
415,斯基宾斯基,江苏苏宁,17,8,81.0,44.4,0.0,50.0,0.0,541,438,72,32,0,0,116,58,0,0
416,伍德沃思,江苏苏宁,29,0,0.0,46.7,0.0,57.9,0.0,0,0,197,92,0,0,447,259,0,0
417,卡兹纳,江苏苏宁,0,2,95.8,0.0,0.0,0.0,67.8,24,23,0,0,0,0,0,0,152,103
418,古塔利耶,江苏苏宁,24,0,0.0,44.0,0.0,50.7,0.0,0,0,193,85,0,0,406,206,0,0
419,马努夫里耶,埃因霍温,0,17,55.7,48.9,43.5,0.0,0.0,149,83,174,85,191,83,0,0,0,0
420,梅坎,埃因霍温,0,16,71.2,53.5,0.0,0.0,0.0,299,213,157,84,0,0,0,0,0,0
421,于戈多,埃因霍温,0,14,50.6,36.3,36.2,0.0,0.0,156,79,190,69,221,80,0,0,0,0
422,格罗格兰,埃因霍温,0,1,39.4,0.0,55.1,41.5,0.0,71,28,0,0,243,134,294,122,0,0
423,坎布雷拉,埃因霍温,5,5,82.2,55.6,29.4,65.3,0.0,287,236,9,5,17,5,75,49,0,0
424,米斯马克,埃因霍温,32,0,0.0,30.1,0.0,57.7,0.0,0,0,153,46,0,0,430,248,0,0
425,皮塞蒂,埃因霍温,7,8,78.2,23.1,61.1,44.4,0.0,321,251,13,3,18,11,45,20,0,0
426,卡洛罗西,埃因霍温,2,10,72.8,51.3,0.0,0.0,0.0,305,222,150,77,0,0,0,0,0,0
427,鲁姆里希,埃因霍温,30,0,0.0,42.4,0.0,53.0,0.0,0,0,172,73,0,0,398,211,0,0
428,卡罗齐耶里,埃因霍温,0,2,54.5,0.0,54.4,41.6,0.0,66,36,0,0,272,148,291,121,0,0
429,约基苏,埃因霍温,0,3,65.0,0.0,0.0,0.0,53.6,20,13,0,0,0,0,0,0,239,128
