id,姓名,俱乐部,进球数,助攻数,传球成功率,过人成功率,抢断成功率,争顶成功率,扑救成功率,传球数,传球成功数,过人数,过人成功数,抢断数,抢断成功数,争顶数,争顶成功数,扑救数,扑救成功数
360,乌萨诺,本菲卡,0,1,22.0,0.0,33.3,52.1,0.0,91,20,0,0,273,91,282,147,0,0
361,特里贾诺,本菲卡,0,1,38.8,0.0,29.2,45.4,0.0,85,33,0,0,264,77,271,123,0,0
362,帕库利,本菲卡,35,0,0.0,29.9,0.0,51.8,0.0,0,0,147,44,0,0,415,215,0,0
363,多克赛,本菲卡,1,7,50.0,41.6,54.4,0.0,0.0,50,25,101,42,226,123,0,0,0,0
364,涅墨西斯,博卡,0,0,6.7,0.0,53.8,51.3,0.0,89,6,0,0,210,113,302,155,0,0
365,克拉伊卡,博卡,0,1,29.7,0.0,54.2,46.5,0.0,74,22,0,0,177,96,303,141,0,0
366,沙布尔,博卡,2,3,61.4,0.0,48.3,40.6,0.0,925,568,0,0,60,29,101,41,0,0
367,韦诺西尼,博卡,8,15,61.3,42.9,0.0,0.0,0.0,1112,682,198,85,0,0,0,0,0,0
368,瓦乌布,博卡,3,23,68.9,54.9,0.0,0.0,0.0,1189,819,235,129,0,0,0,0,0,0
369,藤本一彦,博卡,0,3,95.0,0.0,0.0,0.0,71.4,20,19,0,0,0,0,0,0,161,115
370,厄尔尼,博卡,4,15,74.7,55.6,31.2,19.6,0.0,1435,1072,9,5,16,5,46,9,0,0
371,弗拉代亚尼,博卡,36,0,0.0,52.7,0.0,42.9,0.0,0,0,165,87,0,0,541,232,0,0
372,陈立锋,博卡,3,10,78.2,0.0,69.8,62.0,0.0,1078,843,0,0,86,60,79,49,0,0
373,万吉亚,博卡,23,0,0.0,44.5,0.0,39.1,0.0,0,0,146,65,0,0,512,200,0,0
374,科兹曼,博卡,0,2,23.2,0.0,36.9,58.4,0.0,95,22,0,0,168,62,322,188,0,0
375,帕纳修克,河床,29,0,0.0,48.5,0.0,45.3,0.0,0,0,309,150,0,0,139,63,0,0
376,吉戈维奇,河床,0,2,10.5,0.0,57.0,49.8,0.0,95,10,0,0,221,126,221,110,0,0
377,库尔平斯基,河床,0,4,62.5,0.0,0.0,0.0,72.3,40,25,0,0,0,0,0,0,155,112
378,希纳格洛娃,河床,1,2,48.1,50.0,45.0,0.0,0.0,52,25,68,34,251,113,0,0,0,0
379,孙力丰,河床,16,2,79.3,56.4,0.0,77.5,0.0,188,149,133,75,0,0,40,31,0,0
380,米利亚鲁洛,河床,4,13,68.8,44.1,0.0,0.0,0.0,80,55,286,126,0,0,0,0,0,0
381,阿勒哲,河床,0,3,47.2,0.0,65.0,51.6,0.0,108,51,0,0,260,169,221,114,0,0
382,苏泽里尼,河床,4,4,80.5,47.3,0.0,57.4,0.0,200,161,110,52,0,0,47,27,0,0
383,罗根泽,河床,0,2,42.1,41.1,42.8,0.0,0.0,57,24,73,30,222,95,0,0,0,0
384,梅先锋,河床,11,15,68.8,60.9,0.0,0.0,0.0,96,66,312,190,0,0,0,0,0,0
385,舒马海尔,河床,1,3,75.0,0.0,39.3,33.8,0.0,192,144,0,0,56,22,71,24,0,0
386,克里埃尔,川崎前锋,1,2,52.7,34.4,56.2,0.0,0.0,55,29,90,31,208,117,0,0,0,0
387,科罗尼斯,川崎前锋,0,1,70.6,0.0,0.0,0.0,53.0,17,12,0,0,0,0,0,0,164,87
388,波赫亚斯沃,川崎前锋,7,14,62.3,67.4,0.0,0.0,0.0,106,66,298,201,0,0,0,0,0,0
389,厄兹帕拉,川崎前锋,8,3,80.4,63.6,0.0,0.0,0.0,510,410,99,63,0,0,0,0,0,0
390,艾索伦,川崎前锋,1,8,56.6,44.8,0.0,0.0,0.0,83,47,250,112,0,0,0,0,0,0
391,施蓬格,川崎前锋,0,0,62.5,0.0,61.8,40.7,0.0,56,35,0,0,225,139,221,90,0,0
392,吉杜利亚诺夫,川崎前锋,0,0,44.8,0.0,50.7,42.6,0.0,58,26,0,0,201,102,230,98,0,0
393,多纳泰罗,川崎前锋,7,3,73.8,37.5,51.9,32.4,0.0,607,448,16,6,27,14,37,12,0,0
394,纳西夫,川崎前锋,3,2,79.0,43.8,0.0,0.0,0.0,510,403,80,35,0,0,0,0,0,0
395,泰克索伊,川崎前锋,0,3,57.7,52.5,53.9,0.0,0.0,71,41,99,52,206,111,0,0,0,0
396,察诺维奇,川崎前锋,19,0,0.0,33.6,0.0,55.3,0.0,0,0,128,43,0,0,447,247,0,0
397,卡皮耶夫,北京国安,2,3,57.9,47.6,48.1,0.0,0.0,57,33,147,70,237,114,0,0,0,0
398,穆诺科,北京国安,17,0,0.0,40.5,0.0,35.9,0.0,0,0,269,109,0,0,170,61,0,0
399,洪比歇尔,北京国安,0,2,37.0,0.0,0.0,0.0,59.8,27,10,0,0,0,0,0,0,219,131
400,哈莱夫奥卢,北京国安,21,0,0.0,38.2,0.0,44.1,0.0,0,0,259,99,0,0,186,82,0,0
401,拉夫斯泰特,北京国安,5,7,80.2,42.9,53.6,32.4,0.0,328,263,28,12,28,15,34,11,0,0
402,亚楚科夫,北京国安,14,6,83.5,56.7,57.9,61.5,0.0,357,298,30,17,19,11,39,24,0,0
403,周月强,北京国安,2,13,73.1,57.1,56.2,0.0,0.0,78,57,140,80,235,132,0,0,0,0
404,卡拉莫茨,北京国安,0,2,43.0,0.0,31.6,44.4,0.0,93,40,0,0,190,60,241,107,0,0
405,厄尔兴,北京国安,8,15,71.8,56.7,0.0,0.0,0.0,341,245,261,148,0,0,0,0,0,0
406,卡勒比约克,北京国安,4,13,72.4,51.4,0.0,0.0,0.0,340,246,212,109,0,0,0,0,0,0
407,法贝绍娃,北京国安,0,3,38.4,0.0,47.0,41.9,0.0,86,33,0,0,266,125,229,96,0,0
408,祖尔齐卡,江苏苏宁,0,3,74.1,0.0,56.2,53.3,0.0,382,283,0,0,96,54,90,48,0,0
409,巴拉乌雷,江苏苏宁,1,5,72.4,0.0,57.4,48.1,0.0,417,302,0,0,68,39,79,38,0,0
410,比约斯特伦,江苏苏宁,0,2,17.4,0.0,46.4,57.8,0.0,92,16,0,0,194,90,230,133,0,0
411,切尔内安卡,江苏苏宁,3,24,55.4,50.2,50.2,0.0,0.0,175,97,291,146,221,111,0,0,0,0
412,费利奇,江苏苏宁,3,18,49.6,45.0,49.4,0.0,0.0,139,69,262,118,235,116,0,0,0,0
413,图里亚马,江苏苏宁,1,12,72.5,0.0,59.5,42.5,0.0,432,313,0,0,74,44,87,37,0,0
414,布斯拉,江苏苏宁,0,3,53.5,0.0,42.0,44.8,0.0,86,46,0,0,169,71,212,95,0,0
415,斯基宾斯基,江苏苏宁,16,8,80.5,56.2,0.0,55.8,0.0,435,350,64,36,0,0,147,82,0,0
416,伍德沃思,江苏苏宁,40,0,0.0,47.9,0.0,59.4,0.0,0,0,144,69,0,0,404,240,0,0
417,卡兹纳,江苏苏宁,0,4,75.0,0.0,0.0,0.0,71.4,28,21,0,0,0,0,0,0,140,100
418,古塔利耶,江苏苏宁,21,0,0.0,52.5,0.0,51.0,0.0,0,0,162,85,0,0,390,199,0,0
419,马努夫里耶,埃因霍温,2,21,50.3,49.7,36.9,0.0,0.0,147,74,173,86,203,75,0,0,0,0
420,梅坎,埃因霍温,2,16,70.2,47.9,0.0,0.0,0.0,265,186,146,70,0,0,0,0,0,0
421,于戈多,埃因霍温,1,9,53.6,30.0,28.4,0.0,0.0,112,60,180,54,204,58,0,0,0,0
422,格罗格兰,埃因霍温,0,0,51.2,0.0,56.7,41.2,0.0,80,41,0,0,231,131,243,100,0,0
423,坎布雷拉,埃因霍温,13,12,83.7,64.7,60.9,62.7,0.0,326,273,17,11,23,14,51,32,0,0
424,米斯马克,埃因霍温,33,0,0.0,39.8,0.0,61.4,0.0,0,0,196,78,0,0,368,226,0,0
425,皮塞蒂,埃因霍温,5,4,74.7,35.7,52.2,57.4,0.0,277,207,14,5,23,12,47,27,0,0
426,卡洛罗西,埃因霍温,2,13,69.2,45.8,0.0,0.0,0.0,286,198,131,60,0,0,0,0,0,0
427,鲁姆里希,埃因霍温,28,0,0.0,42.6,0.0,55.9,0.0,0,0,209,89,0,0,349,195,0,0
428,卡罗齐耶里,埃因霍温,0,1,64.4,0.0,58.7,40.9,0.0,73,47,0,0,288,169,242,99,0,0
429,约基苏,埃因霍温,0,5,68.8,0.0,0.0,0.0,50.5,32,22,0,0,0,0,0,0,188,95
430,沃里奥克萨,桑托斯,23,0,0.0,50.8,0.0,42.1,0.0,0,0,240,122,0,0,394,166,0,0
431,韦奇卡,桑托斯,0,6,66.2,0.0,47.4,53.0,0.0,523,346,0,0,57,27,100,53,0,0
432,马廖科维奇,桑托斯,0,0,53.2,0.0,57.6,48.3,0.0,79,42,0,0,191,110,242,117,0,0
433,伊格尼什卡,桑托斯,3,5,69.2,50.0,15.4,34.7,0.0,743,514,16,8,13,2,49,17,0,0
434,阿达蒙蒂,桑托斯,7,3,75.5,61.5,63.2,40.0,0.0,718,542,26,16,19,12,35,14,0,0
435,贾吉尔,桑托斯,1,4,56.5,37.2,0.0,0.0,0.0,556,314,183,68,0,0,0,0,0,0
436,洛瓦萨,桑托斯,0,3,63.2,0.0,0.0,0.0,41.8,19,12,0,0,0,0,0,0,134,56
437,莱特卡,桑托斯,2,2,26.0,39.4,0.0,0.0,0.0,469,122,188,74,0,0,0,0,0,0
438,潘杜雷维奇,桑托斯,1,4,60.9,43.4,55.7,0.0,0.0,64,39,136,59,221,123,0,0,0,0
439,胡绍贵,桑托斯,0,1,56.9,0.0,63.9,62.7,0.0,102,58,0,0,230,147,287,180,0,0
440,布安加,桑托斯,0,5,51.2,47.2,54.3,0.0,0.0,82,42,108,51,256,139,0,0,0,0
