id,姓名,俱乐部,进球数,助攻数,传球成功率,过人成功率,抢断成功率,争顶成功率,扑救成功率,传球数,传球成功数,过人数,过人成功数,抢断数,抢断成功数,争顶数,争顶成功数,扑救数,扑救成功数
35,帕拉丹塔,曼彻斯特城,0,9,70.5,0.0,41.3,51.3,0.0,481,339,0,0,46,19,78,40,0,0
36,科纳谢夫斯基,曼彻斯特城,29,11,79.8,78.1,0.0,61.8,0.0,490,391,32,25,0,0,170,105,0,0
37,崔洪营,曼彻斯特城,5,44,67.1,61.0,59.8,0.0,0.0,207,139,308,188,261,156,0,0,0,0
38,芬特明,曼彻斯特城,19,0,0.0,31.7,0.0,37.4,0.0,0,0,60,19,0,0,422,158,0,0
39,沙赫马托夫,曼彻斯特城,0,11,67.5,0.0,55.1,57.5,0.0,502,339,0,0,49,27,80,46,0,0
40,津戈尼,曼彻斯特城,0,2,53.2,0.0,56.6,47.2,0.0,62,33,0,0,129,73,212,100,0,0
41,金伯顿,曼彻斯特城,0,4,47.2,0.0,64.2,57.7,0.0,89,42,0,0,179,115,253,146,0,0
42,卡萨兰,曼彻斯特城,0,1,33.3,0.0,0.0,0.0,39.4,6,2,0,0,0,0,0,0,109,43
43,黄淘,曼彻斯特城,69,0,0.0,52.7,0.0,61.2,0.0,0,0,74,39,0,0,531,325,0,0
44,米里亚契奇,曼彻斯特城,1,11,75.9,0.0,62.3,38.6,0.0,439,333,0,0,53,33,83,32,0,0
45,兰基内,AC米兰,0,2,40.3,0.0,59.1,39.4,0.0,72,29,0,0,225,133,251,99,0,0
46,费伍德,AC米兰,5,15,63.5,52.1,0.0,0.0,0.0,104,66,317,165,0,0,0,0,0,0
47,梅察,AC米兰,0,11,44.3,59.8,57.3,0.0,0.0,97,43,122,73,267,153,0,0,0,0
48,布斯蒂洛,AC米兰,0,1,72.5,0.0,39.9,23.0,0.0,40,29,0,0,178,71,222,51,0,0
49,韦尼克桑,AC米兰,9,1,55.9,29.0,0.0,48.8,0.0,186,104,69,20,0,0,86,42,0,0
50,姆拉多韦亚努,AC米兰,42,0,0.0,49.4,0.0,64.0,0.0,0,0,253,125,0,0,267,171,0,0
51,卡伦登,AC米兰,0,4,76.9,0.0,0.0,0.0,50.2,26,20,0,0,0,0,0,0,227,114
52,凡萨戈,AC米兰,13,24,69.1,62.8,0.0,0.0,0.0,123,85,320,201,0,0,0,0,0,0
53,格里本恰,AC米兰,16,6,82.6,45.5,0.0,62.5,0.0,258,213,88,40,0,0,88,55,0,0
54,岑策雷亚努,AC米兰,2,2,69.8,0.0,50.7,42.0,0.0,205,143,0,0,69,35,81,34,0,0
55,列特,AC米兰,1,3,24.1,60.4,51.5,0.0,0.0,79,19,96,58,233,120,0,0,0,0
56,当麻好子,国际米兰,18,10,82.6,60.9,0.0,50.8,0.0,1199,990,64,39,0,0,177,90,0,0
57,萨德科维奇,国际米兰,1,8,78.8,0.0,43.8,54.5,0.0,1161,915,0,0,48,21,77,42,0,0
58,阿森松,国际米兰,1,11,59.1,41.0,46.6,0.0,0.0,93,55,217,89,236,110,0,0,0,0
59,辛吉武,国际米兰,0,9,47.6,33.3,37.7,0.0,0.0,82,39,198,66,215,81,0,0,0,0
60,比尔廷,国际米兰,1,10,82.6,0.0,50.8,51.5,0.0,1325,1095,0,0,63,32,68,35,0,0
61,贝尔思,国际米兰,20,0,0.0,30.6,0.0,30.1,0.0,0,0,134,41,0,0,485,146,0,0
62,霍尔普赫,国际米兰,1,9,66.6,0.0,46.6,41.1,0.0,1167,777,0,0,58,27,95,39,0,0
63,迪皮齐奥,国际米兰,0,0,41.7,0.0,0.0,0.0,53.4,12,5,0,0,0,0,0,0,88,47
64,尹恩慧,国际米兰,0,1,51.9,0.0,70.4,65.9,0.0,79,41,0,0,189,133,252,166,0,0
65,德莱威,国际米兰,0,5,65.0,0.0,58.7,48.8,0.0,60,39,0,0,155,91,217,106,0,0
66,马兰托尼,国际米兰,22,0,0.0,39.3,0.0,44.5,0.0,0,0,150,59,0,0,575,256,0,0
67,卡莫里,巴黎圣日尔曼,1,14,66.6,0.0,59.4,52.6,0.0,997,664,0,0,32,19,97,51,0,0
68,卢采斯库,巴黎圣日尔曼,0,20,64.6,0.0,16.3,27.2,0.0,1078,696,0,0,43,7,92,25,0,0
69,欣特瑙斯,巴黎圣日尔曼,35,0,0.0,49.4,0.0,54.6,0.0,0,0,89,44,0,0,436,238,0,0
70,劳莱特,巴黎圣日尔曼,0,15,63.1,0.0,52.3,58.7,0.0,917,579,0,0,44,23,121,71,0,0
71,奥夫夏,巴黎圣日尔曼,5,22,40.9,56.6,43.4,0.0,0.0,137,56,226,128,249,108,0,0,0,0
72,彼得鲁恰努,巴黎圣日尔曼,0,1,48.2,0.0,53.4,55.5,0.0,83,40,0,0,193,103,274,152,0,0
73,卡拉保,巴黎圣日尔曼,0,1,53.8,0.0,0.0,0.0,78.5,13,7,0,0,0,0,0,0,149,117
74,特雷弗顿,巴黎圣日尔曼,9,11,65.6,40.0,0.0,47.5,0.0,1014,665,30,12,0,0,118,56,0,0
75,希拉马卡,巴黎圣日尔曼,0,1,57.6,0.0,59.9,49.1,0.0,66,38,0,0,182,109,279,137,0,0
76,魏因施坦格尔,巴黎圣日尔曼,54,0,0.0,59.6,0.0,64.8,0.0,0,0,104,62,0,0,494,320,0,0
77,贝德尔,巴黎圣日尔曼,0,14,53.4,43.4,54.4,0.0,0.0,88,47,166,72,272,148,0,0,0,0
78,图纳勒贝伊,阿贾克斯,6,5,79.3,53.3,0.0,55.0,0.0,241,191,30,16,0,0,80,44,0,0
79,克尔塔帕蒂,阿贾克斯,0,0,40.0,0.0,0.0,0.0,65.9,5,2,0,0,0,0,0,0,164,108
80,赛威尔,阿贾克斯,1,6,47.5,47.5,57.2,0.0,0.0,59,28,99,47,250,143,0,0,0,0
81,法兰西奥,阿贾克斯,19,5,25.3,51.7,0.0,0.0,0.0,83,21,387,200,0,0,0,0,0,0
82,福田弘,阿贾克斯,34,0,0.0,70.8,0.0,59.9,0.0,0,0,96,68,0,0,269,161,0,0
83,克吕扎勒布,阿贾克斯,0,2,51.2,0.0,53.3,51.5,0.0,86,44,0,0,165,88,268,138,0,0
84,达里曼,阿贾克斯,0,4,62.0,0.0,62.7,40.2,0.0,276,171,0,0,51,32,82,33,0,0
85,特尔米科斯基,阿贾克斯,9,2,66.8,53.3,0.0,55.2,0.0,259,173,30,16,0,0,87,48,0,0
86,斯基亚韦洛,阿贾克斯,2,14,54.2,44.4,0.0,0.0,0.0,59,32,372,165,0,0,0,0,0,0
87,利维奥尼,阿贾克斯,0,3,31.6,0.0,63.6,53.6,0.0,79,25,0,0,231,147,304,163,0,0
88,扎布劳迪洛娃,阿贾克斯,0,8,58.0,48.3,60.1,0.0,0.0,69,40,147,71,253,152,0,0,0,0
89,泽莱纽克,切尔西,19,0,0.0,39.1,0.0,51.2,0.0,0,0,69,27,0,0,289,148,0,0
90,奇梅拉罗,切尔西,1,8,43.2,56.0,52.7,0.0,0.0,125,54,200,112,222,117,0,0,0,0
91,德里格尔,切尔西,0,1,31.6,0.0,43.1,43.5,0.0,57,18,0,0,225,97,255,111,0,0
92,德卢卡,切尔西,2,3,80.3,75.0,56.2,54.8,0.0,208,167,12,9,16,9,42,23,0,0
93,安格施泰因,切尔西,0,0,51.7,0.0,43.7,45.7,0.0,60,31,0,0,238,104,256,117,0,0
94,特拉莫耶雷斯,切尔西,5,0,0.0,47.1,0.0,42.7,0.0,0,0,70,33,0,0,255,109,0,0
95,奥格内诺夫,切尔西,2,7,45.6,48.0,50.2,0.0,0.0,125,57,246,118,217,109,0,0,0,0
96,普雷舍斯,切尔西,1,5,75.2,29.4,0.0,0.0,0.0,218,164,214,63,0,0,0,0,0,0
97,库尔克内亚努,切尔西,7,2,77.5,0.0,42.9,23.5,0.0,222,172,0,0,21,9,34,8,0,0
98,约西佩斯库,切尔西,0,0,20.0,0.0,0.0,0.0,55.7,5,1,0,0,0,0,0,0,219,122
99,耶尔姆达尔,切尔西,2,8,72.1,38.5,0.0,0.0,0.0,201,145,262,101,0,0,0,0,0,0
100,葛罗芬,利物浦,3,19,73.5,33.3,56.2,56.9,0.0,754,554,21,7,16,9,58,33,0,0
101,鲁普奇克,利物浦,0,8,55.4,0.0,59.4,67.6,0.0,139,77,0,0,239,142,377,255,0,0
102,杜奎德,利物浦,11,8,57.3,58.6,0.0,0.0,0.0,583,334,174,102,0,0,0,0,0,0
103,沙韦尔,利物浦,0,1,45.0,0.0,57.2,55.1,0.0,111,50,0,0,208,119,332,183,0,0
104,乌迪勒,利物浦,0,4,50.0,0.0,0.0,0.0,72.8,24,12,0,0,0,0,0,0,158,115
105,维厄,利物浦,0,8,58.5,33.3,25.0,20.0,0.0,691,404,18,6,16,4,35,7,0,0
106,卡福涅克,利物浦,3,16,65.9,51.9,0.0,0.0,0.0,624,411,160,83,0,0,0,0,0,0
107,阿兹慕,利物浦,48,0,0.0,66.0,0.0,56.7,0.0,0,0,268,177,0,0,351,199,0,0
108,乔帕利克,利物浦,28,0,0.0,37.6,0.0,52.3,0.0,0,0,181,68,0,0,344,180,0,0
109,卢尼亚克,利物浦,0,4,29.6,42.9,46.1,0.0,0.0,81,24,156,67,230,106,0,0,0,0
110,尼阿斯,利物浦,1,13,53.1,55.1,59.6,0.0,0.0,96,51,118,65,275,164,0,0,0,0
111,基泰斯基,马德里竞技,0,0,46.2,0.0,60.0,49.4,0.0,52,24,0,0,250,150,334,165,0,0
112,贝勒丰,马德里竞技,0,5,52.0,62.1,52.9,0.0,0.0,75,39,169,105,244,129,0,0,0,0
113,詹达利,马德里竞技,2,4,75.2,0.0,44.4,47.1,0.0,738,555,0,0,72,32,121,57,0,0
114,克鲁丘努克,马德里竞技,0,0,41.0,0.0,51.8,43.4,0.0,39,16,0,0,193,100,320,139,0,0
115,施特勒特,马德里竞技,9,4,75.7,50.0,33.3,48.6,0.0,970,734,8,4,15,5,74,36,0,0
116,贾尔图,马德里竞技,4,6,72.9,33.3,75.0,43.1,0.0,991,722,3,1,12,9,65,28,0,0
117,卡斯蒂略,马德里竞技,30,0,0.0,20.5,0.0,53.6,0.0,0,0,44,9,0,0,605,324,0,0
118,敦科娃,马德里竞技,6,17,73.8,58.5,0.0,0.0,0.0,878,648,289,169,0,0,0,0,0,0
119,亚尼斯,马德里竞技,0,3,46.8,37.3,41.3,0.0,0.0,47,22,126,47,213,88,0,0,0,0
120,谢瓦尔德纳,马德里竞技,1,7,65.3,31.2,0.0,0.0,0.0,828,541,205,64,0,0,0,0,0,0
121,阿穆伊,马德里竞技,0,0,100.0,0.0,0.0,0.0,57.4,2,2,0,0,0,0,0,0,162,93
122,凯切诺维奇,阿森纳,2,4,65.1,0.0,45.5,40.0,0.0,478,311,0,0,66,30,80,32,0,0
123,韦尼奥尔,阿森纳,0,6,67.6,0.0,0.0,0.0,51.9,34,23,0,0,0,0,0,0,133,69
124,威博科,阿森纳,0,2,57.5,0.0,46.6,52.2,0.0,106,61,0,0,148,69,274,143,0,0
125,保蒂卡里乌什,阿森纳,2,8,66.3,0.0,35.6,42.5,0.0,582,386,0,0,59,21,106,45,0,0
126,平迪,阿森纳,8,21,75.0,60.9,0.0,0.0,0.0,695,521,215,131,0,0,0,0,0,0
127,塞罗梅尼奥,阿森纳,41,0,0.0,50.3,0.0,49.8,0.0,0,0,350,176,0,0,410,204,0,0
128,武克乔,阿森纳,29,0,0.0,47.5,0.0,47.8,0.0,0,0,335,159,0,0,416,199,0,0
129,吴美静,阿森纳,0,4,62.2,0.0,66.5,56.3,0.0,111,69,0,0,197,131,268,151,0,0
130,西斯蒂,阿森纳,4,7,83.8,27.3,23.8,35.1,0.0,677,567,22,6,21,5,37,13,0,0
131,达居泽,阿森纳,3,25,66.4,54.3,0.0,0.0,0.0,757,503,234,127,0,0,0,0,0,0
132,莱戈夫斯基,阿森纳,0,4,38.2,0.0,55.7,46.2,0.0,89,34,0,0,183,102,260,120,0,0
133,莱日米拉茨,托特纳姆热刺,1,2,15.5,35.0,46.4,0.0,0.0,58,9,123,43,239,111,0,0,0,0
134,克拉伊乔娃,托特纳姆热刺,5,10,69.0,43.9,0.0,0.0,0.0,700,483,189,83,0,0,0,0,0,0
135,韦舍泽,托特纳姆热刺,0,1,52.4,0.0,59.2,43.5,0.0,84,44,0,0,213,126,333,145,0,0
136,雷斯捷,托特纳姆热刺,20,0,0.0,49.4,0.0,49.0,0.0,0,0,166,82,0,0,382,187,0,0
137,汉帕夏,托特纳姆热刺,1,8,60.4,50.0,0.0,0.0,0.0,642,388,206,103,0,0,0,0,0,0
138,武伊科,托特纳姆热刺,6,11,77.7,56.2,47.4,55.1,0.0,819,636,16,9,19,9,49,27,0,0
139,穆扎拜,托特纳姆热刺,16,0,0.0,42.0,0.0,45.2,0.0,0,0,150,63,0,0,374,169,0,0
140,塞特利,托特纳姆热刺,0,1,38.0,0.0,59.0,55.8,0.0,121,46,0,0,256,151,387,216,0,0
141,赫卡拉,托特纳姆热刺,0,4,60.0,0.0,0.0,0.0,52.4,25,15,0,0,0,0,0,0,187,98
142,両角岳彦,托特纳姆热刺,4,5,77.4,50.0,50.0,37.7,0.0,774,599,16,8,12,6,53,20,0,0
143,卡达尔塞,托特纳姆热刺,0,4,54.2,44.5,48.2,0.0,0.0,72,39,146,65,255,123,0,0,0,0
144,瓦克斯曼,尤文图斯,3,7,49.4,50.8,0.0,0.0,0.0,77,38,301,153,0,0,0,0,0,0
145,卡斯鲁热,尤文图斯,1,3,51.6,41.3,0.0,0.0,0.0,434,224,92,38,0,0,0,0,0,0
146,科普捷夫,尤文图斯,3,4,66.4,45.1,0.0,0.0,0.0,459,305,91,41,0,0,0,0,0,0
147,兰卡蒂,尤文图斯,5,4,73.7,57.1,52.4,34.3,0.0,649,478,7,4,21,11,35,12,0,0
148,托波林斯基,尤文图斯,0,2,59.6,33.0,49.2,0.0,0.0,47,28,91,30,260,128,0,0,0,0
149,沃特雷斯库,尤文图斯,0,0,77.8,0.0,0.0,0.0,64.3,9,7,0,0,0,0,0,0,171,110
150,斯拉京,尤文图斯,29,0,0.0,49.0,0.0,56.5,0.0,0,0,104,51,0,0,414,234,0,0
151,贝格斯维克,尤文图斯,0,0,58.3,0.0,58.4,56.4,0.0,72,42,0,0,255,149,287,162,0,0
152,里兹尔,尤文图斯,0,6,61.8,44.4,50.9,0.0,0.0,68,42,108,48,228,116,0,0,0,0
153,巴科京,尤文图斯,6,9,53.6,53.0,0.0,0.0,0.0,84,45,281,149,0,0,0,0,0,0
154,洛莫兹,尤文图斯,0,1,54.2,0.0,44.8,58.6,0.0,96,52,0,0,174,78,295,173,0,0
155,卢伊什,多特蒙德,6,10,68.3,51.8,0.0,0.0,0.0,161,110,330,171,0,0,0,0,0,0
156,惠特迈耶,多特蒙德,18,0,0.0,34.4,0.0,36.3,0.0,0,0,61,21,0,0,223,81,0,0
157,特拉达斯,多特蒙德,0,1,50.7,0.0,33.5,54.2,0.0,75,38,0,0,197,66,240,130,0,0
158,基塞纳,多特蒙德,4,8,65.3,49.8,0.0,0.0,0.0,118,77,247,123,0,0,0,0,0,0
159,哈拉萨,多特蒙德,4,8,44.2,51.0,53.7,0.0,0.0,120,53,259,132,257,138,0,0,0,0
160,勒加夫尔,多特蒙德,0,0,12.5,0.0,0.0,0.0,51.6,8,1,0,0,0,0,0,0,192,99
161,德尔泰姆,多特蒙德,1,11,50.0,44.3,49.2,0.0,0.0,110,55,185,82,244,120,0,0,0,0
162,巴尔蒂洛蒂,多特蒙德,18,0,0.0,31.6,0.0,51.7,0.0,0,0,57,18,0,0,271,140,0,0
163,阿普拉克,多特蒙德,2,4,85.4,0.0,30.0,34.1,0.0,130,111,3,0,20,6,41,14,0,0
164,里达斯特伦,多特蒙德,5,4,79.5,60.0,61.5,55.0,0.0,117,93,5,3,13,8,40,22,0,0
165,菲加罗,多特蒙德,0,0,47.2,0.0,49.6,55.2,0.0,72,34,0,0,242,120,248,137,0,0
166,维迪厄,拜仁慕尼黑,0,1,38.7,0.0,50.7,52.4,0.0,75,29,0,0,219,111,294,154,0,0
167,布泽斯库尔,拜仁慕尼黑,1,2,69.5,0.0,63.9,46.5,0.0,637,443,0,0,72,46,99,46,0,0
168,泽契里亚,拜仁慕尼黑,6,4,71.5,60.0,61.5,58.0,0.0,942,674,15,9,13,8,50,29,0,0
169,塞特斯塔德,拜仁慕尼黑,0,7,46.3,46.2,52.2,0.0,0.0,95,44,130,60,253,132,0,0,0,0
170,于尔辛,拜仁慕尼黑,0,1,54.9,0.0,36.7,43.5,0.0,71,39,0,0,180,66,276,120,0,0
171,哈雷德,拜仁慕尼黑,3,3,44.3,56.0,58.1,0.0,0.0,97,43,141,79,215,125,0,0,0,0
172,德拉罗齐埃,拜仁慕尼黑,5,3,66.4,33.3,22.2,30.3,0.0,758,503,21,7,9,2,66,20,0,0
173,基米雷尔,拜仁慕尼黑,0,2,67.7,0.0,0.0,0.0,51.4,31,21,0,0,0,0,0,0,177,91
174,吉尼奥利,拜仁慕尼黑,34,0,0.0,43.8,0.0,42.9,0.0,0,0,233,102,0,0,487,209,0,0
175,兰多尔夫,拜仁慕尼黑,3,7,69.5,48.4,0.0,0.0,0.0,712,495,126,61,1,0,0,0,0,0
176,皮耶蒂凯宁,拜仁慕尼黑,2,18,72.9,63.9,0.0,0.0,0.0,630,459,169,108,0,0,0,0,0,0
177,莫里特,上海申花,11,2,67.4,50.0,0.0,40.5,0.0,448,302,72,36,0,0,121,49,0,0
178,瓦迪尼,上海申花,13,8,80.7,54.7,0.0,54.5,0.0,441,356,53,29,0,0,134,73,0,0
179,科西奥勒克,上海申花,0,14,57.5,50.8,51.4,0.0,0.0,113,65,130,66,251,129,0,0,0,0
180,萨特伦,上海申花,4,11,34.5,48.2,0.0,0.0,0.0,119,41,251,121,0,0,0,0,0,0
181,拉尔昌德,上海申花,0,2,13.8,0.0,31.8,49.7,0.0,87,12,0,0,211,67,292,145,0,0
182,蓬皮利安,上海申花,0,2,66.7,0.0,0.0,0.0,68.7,15,10,0,0,0,0,0,0,249,171
183,洛克纳特,上海申花,4,9,47.4,51.8,0.0,0.0,0.0,116,55,195,101,0,0,0,0,0,0
184,布伦内罗,上海申花,1,10,74.9,0.0,44.0,44.4,0.0,495,371,0,0,84,37,99,44,0,0
185,施勒特罗娃,上海申花,0,3,42.9,0.0,38.9,49.7,0.0,84,36,0,0,257,100,300,149,0,0
186,冯丽娟,上海申花,60,0,0.0,54.7,0.0,65.5,0.0,0,0,172,94,0,0,467,306,0,0
187,库斯泰雷,上海申花,0,24,64.3,51.2,28.1,0.0,0.0,112,72,125,64,231,65,0,0,0,0
188,德尔维希安,上海上港,0,0,43.7,0.0,20.4,53.5,0.0,639,279,0,0,49,10,142,76,0,0
189,斯捷普琴科夫,上海上港,10,0,0.0,51.0,0.0,30.8,0.0,0,0,49,25,0,0,455,140,0,0
190,富莱尼,上海上港,5,3,77.2,0.0,44.4,29.4,0.0,933,720,0,0,18,8,51,15,0,0
191,阿加雷,上海上港,0,0,25.6,0.0,63.3,54.3,0.0,90,23,0,0,218,138,396,215,0,0
192,西利扬托,上海上港,5,1,72.2,0.0,50.0,47.4,0.0,923,666,1,0,26,13,78,37,0,0
193,泽曼科娃,上海上港,0,0,42.9,0.0,57.5,47.8,0.0,56,24,0,0,179,103,381,182,0,0
194,马尔盖纳,上海上港,7,5,63.3,50.3,0.0,0.0,0.0,773,489,197,99,0,0,0,0,0,0
195,阿利马梅德,上海上港,0,1,43.1,40.6,45.9,0.0,0.0,65,28,160,65,257,118,0,0,0,0
196,松茹尔,上海上港,0,0,30.0,0.0,0.0,0.0,68.1,10,3,0,0,0,0,0,0,160,109
197,阿德罗尼亚,上海上港,1,3,45.2,51.5,49.5,0.0,0.0,84,38,167,86,206,102,0,0,0,0
198,菲茨杰拉尔德,上海上港,7,12,69.7,59.0,0.0,0.0,0.0,865,603,261,154,0,0,0,0,0,0
199,切斯特纳特,莱斯特城,19,0,0.0,47.7,0.0,48.7,0.0,0,0,195,93,0,0,302,147,0,0
200,庞舍尼耶,莱斯特城,0,2,57.8,0.0,58.9,45.5,0.0,83,48,0,0,192,113,279,127,0,0
201,特林克莱,莱斯特城,0,3,68.9,0.0,39.3,37.4,0.0,951,655,0,0,56,22,99,37,0,0
202,纳伊登,莱斯特城,0,9,64.1,0.0,52.5,54.8,0.0,956,613,0,0,61,32,104,57,0,0
203,霍勒费尔德,莱斯特城,8,6,68.4,40.5,0.0,13.3,0.0,883,604,74,30,0,0,60,8,0,0
204,法穆拉罗,莱斯特城,0,6,36.3,0.0,64.6,57.6,0.0,102,37,0,0,209,135,290,167,0,0
205,舒赫明,莱斯特城,0,1,19.2,0.0,23.9,55.8,0.0,731,140,0,0,46,11,86,48,0,0
206,舍嫩,莱斯特城,0,6,44.0,30.1,47.9,0.0,0.0,91,40,103,31,307,147,0,0,0,0
207,贝尔盖涅,莱斯特城,0,3,60.0,0.0,0.0,0.0,48.9,35,21,0,0,0,0,0,0,139,68
208,西法尔,莱斯特城,0,8,53.8,51.5,46.8,0.0,0.0,93,50,130,67,250,117,0,0,0,0
209,索布尔,莱斯特城,17,0,0.0,50.0,0.0,45.4,0.0,0,0,212,106,0,0,291,132,0,0
210,法拉戈蒂,塞维利亚,1,9,77.5,0.0,55.0,46.2,0.0,582,451,0,0,60,33,93,43,0,0
211,索云切廷,塞维利亚,78,0,0.0,61.0,0.0,63.2,0.0,0,0,282,172,0,0,723,457,0,0
212,梅托维奇,塞维利亚,1,20,75.1,48.8,0.0,0.0,0.0,667,501,168,82,0,0,0,0,0,0
213,利菲,塞维利亚,3,14,79.1,36.0,50.0,35.2,0.0,844,668,25,9,8,4,71,25,0,0
214,彼拉,塞维利亚,3,7,64.3,52.1,52.7,0.0,0.0,84,54,142,74,264,139,0,0,0,0
215,尼尔布,塞维利亚,0,8,64.4,39.4,50.4,0.0,0.0,90,58,137,54,232,117,0,0,0,0
216,迪克内,塞维利亚,0,2,28.1,0.0,49.2,41.6,0.0,64,18,0,0,191,94,286,119,0,0
217,平塞罗,塞维利亚,0,1,48.0,0.0,39.9,50.5,0.0,75,36,0,0,153,61,293,148,0,0
218,麦加尼,塞维利亚,2,14,74.1,45.5,0.0,0.0,0.0,614,455,132,60,0,0,0,0,0,0
219,莫拉蒂,塞维利亚,5,12,78.2,28.6,50.0,53.7,0.0,824,644,21,6,14,7,80,43,0,0
220,古卡索夫,塞维利亚,0,0,64.0,0.0,0.0,0.0,51.5,25,16,0,0,0,0,0,0,171,88
