id,姓名,俱乐部,进球数,助攻数,传球成功率,过人成功率,抢断成功率,争顶成功率,扑救成功率,传球数,传球成功数,过人数,过人成功数,抢断数,抢断成功数,争顶数,争顶成功数,扑救数,扑救成功数
85,特尔米科斯基,阿贾克斯,9,3,72.4,30.0,0.0,56.6,0.0,250,181,10,3,0,0,83,47,0,0
86,斯基亚韦洛,阿贾克斯,7,12,50.0,50.1,0.0,0.0,0.0,94,47,371,186,0,0,0,0,0,0
87,利维奥尼,阿贾克斯,0,0,22.7,0.0,59.4,48.4,0.0,75,17,0,0,266,158,353,171,0,0
88,扎布劳迪洛娃,阿贾克斯,1,10,58.5,51.3,58.8,0.0,0.0,65,38,113,58,194,114,0,0,0,0
100,葛罗芬,利物浦,5,13,78.6,22.2,47.1,54.0,0.0,775,609,18,4,17,8,63,34,0,0
101,鲁普奇克,利物浦,0,1,39.6,0.0,60.8,59.8,0.0,106,42,0,0,273,166,391,234,0,0
102,杜奎德,利物浦,5,11,58.1,58.8,0.0,0.0,0.0,601,349,187,110,0,0,0,0,0,0
103,沙韦尔,利物浦,0,3,52.6,0.0,57.7,51.0,0.0,95,50,0,0,201,116,365,186,0,0
104,乌迪勒,利物浦,0,1,61.1,0.0,0.0,0.0,68.9,18,11,0,0,0,0,0,0,196,135
105,维厄,利物浦,2,7,66.0,44.4,7.1,28.9,0.0,645,426,9,4,14,1,38,11,0,0
106,卡福涅克,利物浦,5,15,67.8,48.1,0.0,0.0,0.0,568,385,162,78,0,0,0,0,0,0
107,阿兹慕,利物浦,37,0,0.0,55.2,0.0,58.7,0.0,0,0,194,107,0,0,429,252,0,0
108,乔帕利克,利物浦,17,0,0.0,18.6,0.0,51.5,0.0,0,0,129,24,0,0,373,192,0,0
109,卢尼亚克,利物浦,1,7,37.0,45.0,45.7,0.0,0.0,81,30,120,54,221,101,0,0,0,0
110,尼阿斯,利物浦,0,8,46.0,48.6,60.0,0.0,0.0,87,40,138,67,205,123,0,0,0,0
122,凯切诺维奇,阿森纳,2,6,69.1,0.0,36.5,45.3,0.0,408,282,0,0,52,19,117,53,0,0
123,韦尼奥尔,阿森纳,0,3,41.5,0.0,0.0,0.0,49.4,41,17,0,0,0,0,0,0,164,81
124,威博科,阿森纳,0,6,47.2,0.0,41.9,55.2,0.0,123,58,0,0,172,72,317,175,0,0
125,保蒂卡里乌什,阿森纳,2,6,65.3,0.0,40.4,37.9,0.0,392,256,0,0,47,19,116,44,0,0
126,平迪,阿森纳,4,21,77.0,59.8,0.0,0.0,0.0,653,503,214,128,0,0,0,0,0,0
127,塞罗梅尼奥,阿森纳,46,0,0.0,49.9,0.0,48.0,0.0,0,0,357,178,0,0,398,191,0,0
128,武克乔,阿森纳,25,0,0.0,42.2,0.0,50.7,0.0,0,0,329,139,0,0,416,211,0,0
129,吴美静,阿森纳,0,4,46.4,0.0,63.3,53.0,0.0,112,52,0,0,215,136,321,170,0,0
130,西斯蒂,阿森纳,7,10,84.8,20.8,33.3,21.3,0.0,605,513,24,5,15,5,47,10,0,0
131,达居泽,阿森纳,3,27,70.2,52.8,0.0,0.0,0.0,624,438,233,123,0,0,0,0,0,0
132,莱戈夫斯基,阿森纳,0,2,36.0,0.0,50.6,48.5,0.0,100,36,0,0,154,78,307,149,0,0
188,德尔维希安,上海上港,0,0,49.3,0.0,26.9,51.2,0.0,659,325,0,0,52,14,164,84,0,0
189,斯捷普琴科夫,上海上港,14,0,0.0,44.0,0.0,37.8,0.0,0,0,25,11,0,0,576,218,0,0
190,富莱尼,上海上港,3,3,80.4,60.0,33.3,26.6,0.0,1128,907,10,6,24,8,79,21,0,0
191,阿加雷,上海上港,0,0,23.9,0.0,63.6,48.1,0.0,67,16,0,0,258,164,424,204,0,0
192,西利扬托,上海上港,4,4,76.1,0.0,41.7,26.7,0.0,976,743,2,0,24,10,60,16,0,0
193,泽曼科娃,上海上港,0,0,32.1,0.0,53.9,43.4,0.0,56,18,0,0,204,110,426,185,0,0
194,马尔盖纳,上海上港,9,6,62.9,43.4,0.0,0.0,0.0,895,563,196,85,0,0,0,0,0,0
195,阿利马梅德,上海上港,1,6,39.1,41.6,44.0,0.0,0.0,69,27,161,67,191,84,0,0,0,0
196,松茹尔,上海上港,0,0,0.0,0.0,0.0,0.0,59.1,6,0,0,0,0,0,0,0,215,127
197,阿德罗尼亚,上海上港,1,3,42.5,52.3,47.0,0.0,0.0,87,37,149,78,183,86,0,0,0,0
198,菲茨杰拉尔德,上海上港,6,7,70.9,52.7,0.0,0.0,0.0,839,595,245,129,0,0,0,0,0,0
199,切斯特纳特,莱斯特城,31,0,0.0,45.4,0.0,58.3,0.0,0,0,207,94,0,0,506,295,0,0
200,庞舍尼耶,莱斯特城,0,3,39.4,0.0,54.5,46.2,0.0,104,41,0,0,209,114,346,160,0,0
201,特林克莱,莱斯特城,0,10,71.5,0.0,47.1,44.9,0.0,1070,765,0,0,68,32,118,53,0,0
202,纳伊登,莱斯特城,0,15,68.2,0.0,46.2,51.6,0.0,1024,698,0,0,65,30,128,66,0,0
203,霍勒费尔德,莱斯特城,9,8,68.2,41.2,0.0,33.0,0.0,1042,711,97,40,0,0,106,35,0,0
204,法穆拉罗,莱斯特城,0,2,49.6,0.0,58.6,55.7,0.0,121,60,0,0,239,140,393,219,0,0
205,舒赫明,莱斯特城,0,2,40.1,0.0,36.8,46.9,0.0,873,350,0,0,76,28,128,60,0,0
206,舍嫩,莱斯特城,0,6,45.9,37.8,38.7,0.0,0.0,98,45,98,37,212,82,0,0,0,0
207,贝尔盖涅,莱斯特城,0,1,75.0,0.0,0.0,0.0,49.7,24,18,0,0,0,0,0,0,187,93
208,西法尔,莱斯特城,0,9,61.6,42.3,40.3,0.0,0.0,86,53,104,44,216,87,0,0,0,0
209,索布尔,莱斯特城,16,0,0.0,47.7,0.0,47.7,0.0,0,0,214,102,0,0,438,209,0,0
210,法拉戈蒂,塞维利亚,2,10,73.9,0.0,45.7,45.9,0.0,667,493,0,0,70,32,122,56,0,0
211,索云切廷,塞维利亚,68,0,0.0,50.9,0.0,65.3,0.0,0,0,226,115,0,0,827,540,0,0
212,梅托维奇,塞维利亚,2,15,76.3,42.1,0.0,0.0,0.0,794,606,152,64,0,0,0,0,0,0
213,利菲,塞维利亚,5,13,82.3,25.0,47.1,32.4,0.0,944,777,16,4,17,8,68,22,0,0
214,彼拉,塞维利亚,1,10,59.8,58.6,52.9,0.0,0.0,107,64,140,82,210,111,0,0,0,0
215,尼尔布,塞维利亚,0,10,55.1,51.0,49.3,0.0,0.0,98,54,100,51,205,101,0,0,0,0
216,迪克内,塞维利亚,0,2,33.3,0.0,55.0,40.3,0.0,63,21,0,0,180,99,300,121,0,0
217,平塞罗,塞维利亚,0,2,31.2,0.0,52.3,48.9,0.0,80,25,0,0,199,104,319,156,0,0
218,麦加尼,塞维利亚,8,11,72.6,54.2,0.0,0.0,0.0,690,501,155,84,0,0,0,0,0,0
219,莫拉蒂,塞维利亚,2,8,79.6,30.0,47.4,39.1,0.0,872,694,10,3,19,9,69,27,0,0
220,古卡索夫,塞维利亚,0,1,42.9,0.0,0.0,0.0,46.0,21,9,0,0,0,0,0,0,176,81
221,亚历克西娅,里昂,0,4,54.7,0.0,55.1,43.6,0.0,86,47,0,0,196,108,303,132,0,0
222,安古德,里昂,0,0,25.5,0.0,55.9,52.8,0.0,102,26,0,0,229,128,335,177,0,0
223,马皮利,里昂,0,2,47.4,0.0,0.0,0.0,58.1,19,9,0,0,0,0,0,0,203,118
224,陈思芹,里昂,21,0,68.5,38.6,0.0,58.1,0.0,54,37,83,32,0,0,93,54,0,0
225,查尔蒙,里昂,0,14,57.5,47.3,49.0,0.0,0.0,80,46,93,44,200,98,0,0,0,0
226,钟久生,里昂,15,2,72.5,56.0,0.0,62.9,0.0,51,37,84,47,0,0,70,44,0,0
227,费瑟斯顿,里昂,0,8,72.9,37.3,58.4,0.0,0.0,59,43,75,28,173,101,0,0,0,0
228,米赫尼奥娃,里昂,6,1,79.6,0.0,62.7,34.4,0.0,98,78,0,0,83,52,93,32,0,0
229,吴道珍,里昂,26,0,0.0,45.8,0.0,62.4,0.0,0,0,214,98,0,0,245,153,0,0
230,艾拉贝迪安,里昂,5,14,53.6,54.7,0.0,0.0,0.0,112,60,327,179,0,0,0,0,0,0
231,耶盖尔,里昂,3,23,60.5,44.4,0.0,0.0,0.0,129,78,340,151,0,0,0,0,0,0
243,古埃勒,莱比锡,0,0,12.7,0.0,61.6,47.8,0.0,63,8,0,0,185,114,366,175,0,0
244,巴赫勒尔,莱比锡,3,3,77.2,14.3,54.5,22.0,0.0,663,512,7,1,22,12,59,13,0,0
245,芝川又四郎,莱比锡,0,3,50.7,0.0,65.3,45.4,0.0,71,36,0,0,219,143,357,162,0,0
246,贾雷,莱比锡,7,6,47.2,66.3,65.5,0.0,0.0,89,42,175,116,203,133,0,0,0,0
247,卡波西,莱比锡,3,5,63.8,46.2,0.0,0.0,0.0,566,361,251,116,0,0,0,0,0,0
248,拉迪凯蒂,莱比锡,8,8,65.2,48.6,0.0,0.0,0.0,554,361,214,104,0,0,0,0,0,0
249,塔迪奥,莱比锡,0,0,37.5,0.0,0.0,0.0,67.0,8,3,0,0,0,0,0,0,176,118
250,塔米奥,莱比锡,22,0,0.0,42.9,0.0,55.3,0.0,0,0,112,48,0,0,510,282,0,0
251,卡皮塔尔,莱比锡,0,7,62.5,48.2,54.0,0.0,0.0,72,45,168,81,213,115,0,0,0,0
252,奥尔萨,莱比锡,2,2,58.8,0.0,48.3,60.6,0.0,497,292,0,0,58,28,165,100,0,0
253,马库阿,莱比锡,6,0,73.1,11.1,33.3,29.8,0.0,680,497,9,1,12,4,57,17,0,0
265,斯帕汉,勒沃库森,0,16,73.1,0.0,46.6,44.7,0.0,980,716,0,0,58,27,103,46,0,0
266,焦赫塔别里泽,勒沃库森,2,7,36.6,36.4,46.0,0.0,0.0,101,37,173,63,211,97,0,0,0,0
267,博尔迪加托,勒沃库森,0,12,66.3,0.0,55.1,39.6,0.0,968,642,0,0,69,38,96,38,0,0
268,布莱奇,勒沃库森,28,0,0.0,42.1,0.0,50.2,0.0,0,0,140,59,0,0,506,254,0,0
269,中田港,勒沃库森,0,3,47.0,0.0,64.7,52.6,0.0,83,39,0,0,252,163,323,170,0,0
270,热拉尔德斯,勒沃库森,0,0,22.7,0.0,0.0,0.0,67.8,22,5,0,0,0,0,0,0,174,118
271,热利科维奇,勒沃库森,33,0,0.0,52.5,0.0,57.6,0.0,0,0,160,84,0,0,542,312,0,0
272,蒙蒂诺尼,勒沃库森,12,15,81.4,53.7,0.0,63.4,0.0,1174,956,54,29,0,0,161,102,0,0
273,马克西内亚努,勒沃库森,3,9,65.3,43.2,31.3,0.0,0.0,101,66,199,86,217,68,0,0,0,0
274,伊利基夫,勒沃库森,0,10,77.0,0.0,51.3,37.2,0.0,1033,795,0,0,78,40,94,35,0,0
275,莱斯皮托,勒沃库森,0,1,34.8,0.0,46.4,45.4,0.0,66,23,0,0,166,77,282,128,0,0
298,德加朗,罗马,0,1,50.0,0.0,0.0,0.0,58.4,14,7,0,0,0,0,0,0,149,87
299,埃布罗尼,罗马,0,5,59.9,0.0,59.4,38.8,0.0,936,561,0,0,69,41,139,54,0,0
300,普莱纳尔德,罗马,2,22,73.4,48.6,0.0,0.0,0.0,1382,1014,222,108,0,0,0,0,0,0
301,伊波克拉蒂斯,罗马,0,2,51.3,0.0,48.3,46.2,0.0,158,81,0,0,149,72,318,147,0,0
302,登伦,罗马,2,28,70.7,42.7,0.0,0.0,0.0,1323,936,192,82,0,0,0,0,0,0
303,策尔廷格,罗马,0,16,66.6,0.0,56.1,45.7,0.0,957,637,0,0,57,32,138,63,0,0
304,格博特,罗马,0,2,40.0,0.0,60.1,40.0,0.0,55,22,0,0,193,116,320,128,0,0
305,阿尼基尼,罗马,4,21,81.9,37.5,56.2,45.8,0.0,1501,1229,8,3,16,9,72,33,0,0
306,马卡尔琴斯基,罗马,0,1,53.3,0.0,57.5,63.1,0.0,107,57,0,0,174,100,390,246,0,0
307,斯滕贝里耶,罗马,35,0,0.0,49.0,0.0,47.7,0.0,0,0,155,76,0,0,684,326,0,0
308,里亚尔蒂,罗马,59,0,0.0,40.7,0.0,61.1,0.0,0,0,150,61,0,0,818,500,0,0
353,佩平斯,本菲卡,2,19,68.6,53.4,0.0,0.0,0.0,955,655,131,70,0,0,0,0,0,0
354,哈林斯坦,本菲卡,8,17,80.7,29.4,34.8,33.9,0.0,1199,967,17,5,23,8,59,20,0,0
355,加布里埃良茨,本菲卡,70,0,0.0,58.3,0.0,63.5,0.0,0,0,247,144,0,0,572,363,0,0
356,贝科里,本菲卡,9,34,83.0,56.7,45.5,31.0,0.0,1278,1061,30,17,11,5,58,18,0,0
357,阿马纳,本菲卡,0,8,62.0,32.5,48.0,0.0,0.0,50,31,83,27,223,107,0,0,0,0
358,帕沃埃拉,本菲卡,4,35,72.4,60.1,0.0,0.0,0.0,1082,783,143,86,0,0,0,0,0,0
359,相金科,本菲卡,0,2,63.3,0.0,0.0,0.0,54.9,30,19,0,0,0,0,0,0,253,139
360,乌萨诺,本菲卡,0,0,11.1,0.0,38.9,52.3,0.0,90,10,0,0,252,98,369,193,0,0
361,特里贾诺,本菲卡,0,3,29.7,0.0,35.7,44.5,0.0,74,22,0,0,207,74,346,154,0,0
362,帕库利,本菲卡,36,0,0.0,21.4,0.0,53.8,0.0,0,0,154,33,0,0,522,281,0,0
363,多克赛,本菲卡,1,8,56.1,46.5,50.5,0.0,0.0,57,32,101,47,202,102,0,0,0,0
364,涅墨西斯,博卡,0,0,5.4,0.0,53.0,43.1,0.0,74,4,0,0,202,107,406,175,0,0
365,克拉伊卡,博卡,0,3,24.3,0.0,51.8,41.9,0.0,70,17,0,0,168,87,387,162,0,0
366,沙布尔,博卡,1,6,66.8,0.0,36.0,46.0,0.0,1087,726,0,0,50,18,137,63,0,0
367,韦诺西尼,博卡,2,22,66.9,48.3,0.0,0.0,0.0,1202,804,234,113,0,0,0,0,0,0
368,瓦乌布,博卡,2,10,70.8,59.1,0.0,0.0,0.0,1259,891,198,117,0,0,0,0,0,0
369,藤本一彦,博卡,0,5,88.5,0.0,0.0,0.0,60.2,26,23,0,0,0,0,0,0,196,118
370,厄尔尼,博卡,6,13,80.3,50.0,16.7,23.4,0.0,1503,1207,14,7,12,2,64,15,0,0
371,弗拉代亚尼,博卡,41,0,0.0,50.0,0.0,46.3,0.0,0,0,156,78,0,0,650,301,0,0
372,陈立锋,博卡,2,6,78.8,0.0,76.3,52.3,0.0,1090,859,0,0,59,45,130,68,0,0
373,万吉亚,博卡,14,0,0.0,39.3,0.0,42.0,0.0,0,0,140,55,0,0,619,260,0,0
374,科兹曼,博卡,0,1,14.1,0.0,43.5,45.9,0.0,78,11,0,0,170,74,399,183,0,0
375,帕纳修克,河床,18,0,0.0,39.2,0.0,45.5,0.0,0,0,291,114,0,0,178,81,0,0
376,吉戈维奇,河床,0,0,6.9,0.0,59.7,52.5,0.0,102,7,0,0,263,157,322,169,0,0
377,库尔平斯基,河床,0,1,62.1,0.0,0.0,0.0,74.2,29,18,0,0,0,0,0,0,190,141
378,希纳格洛娃,河床,0,4,51.6,33.3,43.2,0.0,0.0,62,32,48,16,192,83,0,0,0,0
379,孙力丰,河床,13,4,81.3,53.4,0.0,64.1,0.0,187,152,118,63,0,0,64,41,0,0
380,米利亚鲁洛,河床,1,14,64.8,48.1,0.0,0.0,0.0,88,57,297,143,0,0,0,0,0,0
381,阿勒哲,河床,0,4,52.4,0.0,60.3,52.5,0.0,126,66,0,0,209,126,320,168,0,0
382,苏泽里尼,河床,13,1,74.0,41.3,0.0,51.0,0.0,177,131,104,43,0,0,51,26,0,0
383,罗根泽,河床,1,3,60.0,49.2,45.6,0.0,0.0,50,30,59,29,237,108,0,0,0,0
384,梅先锋,河床,12,11,71.8,58.3,0.0,0.0,0.0,110,79,307,179,0,0,0,0,0,0
385,舒马海尔,河床,1,3,74.8,0.0,37.9,33.3,0.0,230,172,0,0,58,22,108,36,0,0
408,祖尔齐卡,江苏苏宁,0,1,60.3,0.0,57.4,49.8,0.0,78,47,0,0,202,116,273,136,0,0
409,巴拉乌雷,江苏苏宁,0,6,73.2,0.0,58.0,34.2,0.0,407,298,0,0,69,40,79,27,0,0
410,比约斯特伦,江苏苏宁,0,1,6.8,0.0,55.4,49.4,0.0,74,5,0,0,186,103,267,132,0,0
411,切尔内安卡,江苏苏宁,2,30,61.2,51.4,46.2,0.0,0.0,209,128,282,145,210,97,0,0,0,0
412,费利奇,江苏苏宁,1,12,51.8,47.2,48.9,0.0,0.0,164,85,248,117,184,90,0,0,0,0
413,图里亚马,江苏苏宁,0,5,74.5,0.0,54.8,52.4,0.0,411,306,0,0,62,34,105,55,0,0
414,布斯拉,江苏苏宁,1,4,66.9,0.0,40.0,41.3,0.0,332,222,0,0,55,22,92,38,0,0
415,斯基宾斯基,江苏苏宁,15,11,79.6,61.7,0.0,63.7,0.0,452,360,60,37,0,0,157,100,0,0
416,伍德沃思,江苏苏宁,38,0,0.0,53.0,0.0,55.9,0.0,0,0,202,107,0,0,447,250,0,0
417,卡兹纳,江苏苏宁,0,2,65.5,0.0,0.0,0.0,72.8,29,19,0,0,0,0,0,0,151,110
418,古塔利耶,江苏苏宁,18,0,0.0,41.2,0.0,50.7,0.0,0,0,182,75,0,0,402,204,0,0
