id,姓名,俱乐部,进球数,助攻数,传球成功率,过人成功率,抢断成功率,争顶成功率,扑救成功率,传球数,传球成功数,过人数,过人成功数,抢断数,抢断成功数,争顶数,争顶成功数,扑救数,扑救成功数
41,金伯顿,曼彻斯特城,0,0,29.8,0.0,62.2,53.4,0.0,94,28,0,0,201,125,320,171,0,0
42,卡萨兰,曼彻斯特城,0,0,0.0,0.0,0.0,0.0,44.0,7,0,0,0,0,0,0,0,166,73
43,黄淘,曼彻斯特城,54,0,0.0,43.2,0.0,60.3,0.0,0,0,88,38,0,0,612,369,0,0
44,米里亚契奇,曼彻斯特城,1,6,72.0,0.0,50.8,52.7,0.0,404,291,0,0,65,33,110,58,0,0
56,当麻好子,国际米兰,14,7,83.6,45.8,0.0,52.5,0.0,1129,944,59,27,0,0,238,125,0,0
57,萨德科维奇,国际米兰,0,9,78.4,0.0,65.5,43.4,0.0,1115,874,0,0,58,38,106,46,0,0
58,阿森松,国际米兰,0,10,58.6,45.8,44.8,0.0,0.0,111,65,201,92,165,74,0,0,0,0
59,辛吉武,国际米兰,1,7,39.4,33.9,31.7,0.0,0.0,99,39,165,56,186,59,0,0,0,0
60,比尔廷,国际米兰,0,15,81.5,0.0,54.2,50.4,0.0,1181,963,0,0,48,26,119,60,0,0
61,贝尔思,国际米兰,26,0,0.0,17.8,0.0,44.0,0.0,0,0,101,18,0,0,616,271,0,0
62,霍尔普赫,国际米兰,0,13,72.9,0.0,55.3,42.7,0.0,1122,818,0,0,47,26,117,50,0,0
63,迪皮齐奥,国际米兰,0,0,34.8,0.0,0.0,0.0,51.2,23,8,0,0,0,0,0,0,127,65
64,尹恩慧,国际米兰,0,1,52.6,0.0,75.7,58.0,0.0,95,50,0,0,189,143,374,217,0,0
65,德莱威,国际米兰,0,0,50.7,0.0,65.4,44.6,0.0,73,37,0,0,153,100,345,154,0,0
66,马兰托尼,国际米兰,22,0,0.0,27.2,0.0,50.7,0.0,0,0,114,31,0,0,651,330,0,0
67,卡莫里,巴黎圣日尔曼,0,15,71.3,0.0,56.1,46.9,0.0,972,693,0,0,57,32,147,69,0,0
68,卢采斯库,巴黎圣日尔曼,0,13,74.5,0.0,35.3,35.7,0.0,1027,765,0,0,51,18,115,41,0,0
69,欣特瑙斯,巴黎圣日尔曼,33,0,0.0,42.0,0.0,59.0,0.0,0,0,112,47,0,0,571,337,0,0
70,劳莱特,巴黎圣日尔曼,0,11,66.3,0.0,55.2,42.1,0.0,985,653,0,0,58,32,114,48,0,0
71,奥夫夏,巴黎圣日尔曼,0,16,46.4,50.3,46.9,0.0,0.0,138,64,165,83,194,91,0,0,0,0
72,彼得鲁恰努,巴黎圣日尔曼,0,2,36.1,0.0,56.7,47.9,0.0,72,26,0,0,210,119,340,163,0,0
73,卡拉保,巴黎圣日尔曼,0,3,54.5,0.0,0.0,0.0,68.7,22,12,0,0,0,0,0,0,201,138
74,特雷弗顿,巴黎圣日尔曼,11,14,73.0,37.2,0.0,53.5,0.0,1007,735,43,16,0,0,159,85,0,0
75,希拉马卡,巴黎圣日尔曼,0,3,43.4,0.0,59.2,45.1,0.0,76,33,0,0,206,122,335,151,0,0
76,魏因施坦格尔,巴黎圣日尔曼,45,0,0.0,48.8,0.0,61.5,0.0,0,0,121,59,0,0,569,350,0,0
77,贝德尔,巴黎圣日尔曼,0,12,55.8,39.1,52.9,0.0,0.0,104,58,174,68,208,110,0,0,0,0
78,图纳勒贝伊,阿贾克斯,9,2,75.1,48.4,0.0,48.5,0.0,213,160,31,15,0,0,97,47,0,0
79,克尔塔帕蒂,阿贾克斯,0,1,72.7,0.0,0.0,0.0,66.3,11,8,0,0,0,0,0,0,196,130
80,赛威尔,阿贾克斯,1,4,50.0,47.6,55.6,0.0,0.0,70,35,84,40,160,89,0,0,0,0
81,法兰西奥,阿贾克斯,15,12,60.6,55.8,0.0,0.0,0.0,94,57,421,235,0,0,0,0,0,0
82,福田弘,阿贾克斯,25,0,0.0,47.0,0.0,60.5,0.0,0,0,100,47,0,0,362,219,0,0
83,克吕扎勒布,阿贾克斯,0,2,41.4,0.0,65.0,43.9,0.0,70,29,0,0,203,132,326,143,0,0
84,达里曼,阿贾克斯,0,3,61.4,0.0,54.8,33.9,0.0,176,108,0,0,73,40,118,40,0,0
85,特尔米科斯基,阿贾克斯,8,1,70.7,47.6,0.0,56.0,0.0,232,164,21,10,0,0,116,65,0,0
86,斯基亚韦洛,阿贾克斯,9,13,60.3,43.9,0.0,0.0,0.0,73,44,376,165,0,0,0,0,0,0
87,利维奥尼,阿贾克斯,0,0,31.3,0.0,62.7,53.8,0.0,99,31,0,0,209,131,357,192,0,0
88,扎布劳迪洛娃,阿贾克斯,0,4,62.1,45.5,55.8,0.0,0.0,58,36,101,46,206,115,0,0,0,0
100,葛罗芬,利物浦,3,12,83.5,22.2,37.5,34.8,0.0,832,695,9,2,8,3,66,23,0,0
101,鲁普奇克,利物浦,0,0,23.0,0.0,63.4,55.8,0.0,100,23,0,0,243,154,434,242,0,0
102,杜奎德,利物浦,9,14,67.7,56.7,0.0,0.0,0.0,610,413,171,97,0,0,0,0,0,0
103,沙韦尔,利物浦,0,1,36.4,0.0,63.2,51.2,0.0,99,36,0,0,212,134,402,206,0,0
104,乌迪勒,利物浦,0,0,38.5,0.0,0.0,0.0,63.5,26,10,0,0,0,0,0,0,197,125
105,维厄,利物浦,3,10,77.7,20.0,14.3,26.5,0.0,780,606,10,2,14,2,68,18,0,0
106,卡福涅克,利物浦,5,14,71.7,53.5,0.0,0.0,0.0,653,468,172,92,0,0,0,0,0,0
107,阿兹慕,利物浦,33,0,0.0,53.6,0.0,55.1,0.0,0,0,196,105,0,0,468,258,0,0
108,乔帕利克,利物浦,21,0,0.0,23.1,0.0,52.2,0.0,0,0,134,31,0,0,462,241,0,0
109,卢尼亚克,利物浦,0,7,47.1,49.2,43.4,0.0,0.0,102,48,126,62,205,89,0,0,0,0
110,尼阿斯,利物浦,0,9,55.8,55.2,61.3,0.0,0.0,104,58,145,80,199,122,0,0,0,0
122,凯切诺维奇,阿森纳,2,7,70.4,0.0,58.9,39.1,0.0,497,350,0,0,56,33,151,59,0,0
123,韦尼奥尔,阿森纳,0,5,50.0,0.0,0.0,0.0,55.2,44,22,0,0,0,0,0,0,203,112
124,威博科,阿森纳,0,1,42.7,0.0,61.4,47.1,0.0,110,47,0,0,158,97,384,181,0,0
125,保蒂卡里乌什,阿森纳,0,3,66.2,0.0,28.0,35.5,0.0,417,276,0,0,50,14,155,55,0,0
126,平迪,阿森纳,8,21,78.6,59.5,0.0,0.0,0.0,715,562,185,110,0,0,0,0,0,0
127,塞罗梅尼奥,阿森纳,27,0,0.0,37.5,0.0,52.0,0.0,0,0,272,102,0,0,454,236,0,0
128,武克乔,阿森纳,33,0,0.0,35.8,0.0,54.2,0.0,0,0,268,96,0,0,448,243,0,0
129,吴美静,阿森纳,0,1,45.3,0.0,62.2,50.2,0.0,128,58,0,0,193,120,428,215,0,0
130,西斯蒂,阿森纳,3,13,83.7,23.5,15.0,21.6,0.0,664,556,34,8,20,3,51,11,0,0
131,达居泽,阿森纳,4,18,68.7,53.4,0.0,0.0,0.0,645,443,219,117,0,0,0,0,0,0
132,莱戈夫斯基,阿森纳,0,1,26.9,0.0,54.3,43.3,0.0,104,28,0,0,164,89,390,169,0,0
199,切斯特纳特,莱斯特城,21,0,0.0,33.8,0.0,54.7,0.0,0,0,210,71,0,0,459,251,0,0
200,庞舍尼耶,莱斯特城,0,3,45.5,0.0,60.4,40.5,0.0,853,388,0,0,53,32,153,62,0,0
201,特林克莱,莱斯特城,0,10,73.7,0.0,69.2,41.8,0.0,908,669,0,0,65,45,134,56,0,0
202,纳伊登,莱斯特城,0,1,57.7,0.0,56.7,48.9,0.0,97,56,0,0,180,102,397,194,0,0
203,霍勒费尔德,莱斯特城,5,2,75.0,30.0,0.0,46.0,0.0,916,687,80,24,0,0,113,52,0,0
204,法穆拉罗,莱斯特城,0,0,37.6,0.0,66.2,51.1,0.0,117,44,0,0,216,143,380,194,0,0
205,舒赫明,莱斯特城,0,8,58.7,0.0,50.8,42.3,0.0,926,544,0,0,63,32,137,58,0,0
206,舍嫩,莱斯特城,0,11,52.9,40.4,41.4,0.0,0.0,121,64,99,40,198,82,0,0,0,0
207,贝尔盖涅,莱斯特城,0,1,46.7,0.0,0.0,0.0,49.1,30,14,0,0,0,0,0,0,169,83
208,西法尔,莱斯特城,2,8,53.5,48.0,47.6,0.0,0.0,99,53,102,49,229,109,0,0,0,0
209,索布尔,莱斯特城,18,0,0.0,33.8,0.0,51.0,0.0,0,0,213,72,0,0,435,222,0,0
210,法拉戈蒂,塞维利亚,0,6,77.7,0.0,48.8,37.2,0.0,713,554,0,0,43,21,129,48,0,0
211,索云切廷,塞维利亚,42,0,0.0,47.2,0.0,61.6,0.0,0,0,214,101,0,0,820,505,0,0
212,梅托维奇,塞维利亚,4,8,77.1,48.5,0.0,0.0,0.0,725,559,132,64,0,0,0,0,0,0
213,利菲,塞维利亚,1,6,81.0,9.1,28.6,23.0,0.0,998,808,11,1,7,2,61,14,0,0
214,彼拉,塞维利亚,0,3,64.2,54.3,52.7,0.0,0.0,109,70,129,70,186,98,0,0,0,0
215,尼尔布,塞维利亚,1,3,51.0,44.1,51.4,0.0,0.0,98,50,127,56,175,90,0,0,0,0
216,迪克内,塞维利亚,0,1,34.8,0.0,51.8,36.8,0.0,66,23,0,0,164,85,318,117,0,0
217,平塞罗,塞维利亚,0,0,23.1,0.0,59.3,46.2,0.0,65,15,0,0,216,128,355,164,0,0
218,麦加尼,塞维利亚,1,12,74.6,44.5,0.0,0.0,0.0,677,505,128,57,0,0,0,0,0,0
219,莫拉蒂,塞维利亚,1,5,82.7,38.1,41.2,31.2,0.0,914,756,21,8,17,7,77,24,0,0
220,古卡索夫,塞维利亚,0,0,22.2,0.0,0.0,0.0,52.6,27,6,0,0,0,0,0,0,192,101
232,莫昆比,里斯本竞技,1,21,75.9,49.1,0.0,0.0,0.0,1284,975,165,81,0,0,0,0,0,0
233,卡迪姆,里斯本竞技,6,12,81.7,35.7,54.5,13.2,0.0,1427,1166,14,5,11,6,68,9,0,0
234,阿尔特曼施佩格,里斯本竞技,1,4,58.5,0.0,58.3,38.4,0.0,926,542,0,0,72,42,159,61,0,0
235,列斯科,里斯本竞技,35,0,0.0,28.5,0.0,54.5,0.0,0,0,151,43,0,0,761,415,0,0
236,弗勒迪克,里斯本竞技,0,0,29.3,0.0,65.8,49.9,0.0,92,27,0,0,193,127,421,210,0,0
237,林德罗斯,里斯本竞技,28,0,0.0,11.7,0.0,38.6,0.0,0,0,128,15,0,0,625,241,0,0
238,帕尔帕莱,里斯本竞技,0,0,32.2,0.0,53.3,45.8,0.0,87,28,0,0,167,89,397,182,0,0
239,卡斯蒂格,里斯本竞技,0,0,22.1,0.0,60.0,36.1,0.0,68,15,0,0,185,111,385,139,0,0
240,穆尔托因佩雷,里斯本竞技,4,28,69.4,55.6,0.0,0.0,0.0,1346,934,187,104,0,0,0,0,0,0
241,加夫雷希,里斯本竞技,2,10,66.7,0.0,64.8,42.3,0.0,898,599,0,0,54,35,156,66,0,0
242,卡什特兰,里斯本竞技,0,0,60.7,0.0,0.0,0.0,52.1,28,17,0,0,0,0,0,0,165,86
265,斯帕汉,勒沃库森,0,18,73.5,0.0,57.4,37.4,0.0,1116,820,0,0,54,31,115,43,0,0
266,焦赫塔别里泽,勒沃库森,1,10,46.7,44.2,45.4,0.0,0.0,105,49,165,73,194,88,0,0,0,0
267,博尔迪加托,勒沃库森,0,9,70.1,0.0,55.9,33.0,0.0,1057,741,0,0,68,38,115,38,0,0
268,布莱奇,勒沃库森,39,0,0.0,36.8,0.0,54.1,0.0,0,0,136,50,0,0,573,310,0,0
269,中田港,勒沃库森,0,1,44.0,0.0,61.7,49.2,0.0,75,33,0,0,193,119,374,184,0,0
270,热拉尔德斯,勒沃库森,0,0,35.0,0.0,0.0,0.0,65.9,20,7,0,0,0,0,0,0,182,120
271,热利科维奇,勒沃库森,36,0,0.0,41.3,0.0,58.0,0.0,0,0,138,57,0,0,602,349,0,0
272,蒙蒂诺尼,勒沃库森,9,10,78.2,34.1,0.0,62.9,0.0,1096,857,44,15,0,0,167,105,0,0
273,马克西内亚努,勒沃库森,1,8,53.0,48.9,45.7,0.0,0.0,117,62,178,87,188,86,0,0,0,0
274,伊利基夫,勒沃库森,0,26,75.3,0.0,55.0,43.7,0.0,1092,822,0,0,60,33,119,52,0,0
275,莱斯皮托,勒沃库森,0,2,43.0,0.0,53.8,43.1,0.0,79,34,0,0,158,85,378,163,0,0
298,德加朗,罗马,0,1,58.3,0.0,0.0,0.0,52.3,12,7,0,0,0,0,0,0,174,91
299,埃布罗尼,罗马,0,4,59.3,0.0,67.3,43.9,0.0,440,261,0,0,107,72,269,118,0,0
300,普莱纳尔德,罗马,11,24,74.4,55.8,0.0,0.0,0.0,1413,1051,240,134,0,0,0,0,0,0
301,伊波克拉蒂斯,罗马,0,4,54.5,0.0,50.0,49.0,0.0,638,348,0,0,70,35,257,126,0,0
302,登伦,罗马,4,27,72.9,49.5,0.0,0.0,0.0,1367,997,222,110,0,0,0,0,0,0
303,策尔廷格,罗马,0,12,69.1,0.0,50.0,47.7,0.0,1034,714,0,0,52,26,132,63,0,0
304,格博特,罗马,0,0,23.5,0.0,55.1,41.6,0.0,68,16,0,0,167,92,380,158,0,0
305,阿尼基尼,罗马,4,28,83.9,53.3,53.8,24.6,0.0,1632,1370,15,8,13,7,65,16,0,0
306,马卡尔琴斯基,罗马,0,0,44.8,0.0,62.2,55.6,0.0,105,47,0,0,172,107,423,235,0,0
307,斯滕贝里耶,罗马,36,0,0.0,26.0,0.0,52.0,0.0,0,0,73,19,0,0,806,419,0,0
308,里亚尔蒂,罗马,60,0,0.0,37.5,0.0,62.3,0.0,0,0,88,33,0,0,903,563,0,0
342,佩拉吉奥,波尔图,8,7,83.4,50.0,50.0,25.6,0.0,722,602,8,4,18,9,78,20,0,0
343,哈西洛娃,波尔图,8,16,73.8,62.1,0.0,0.0,0.0,619,457,214,133,0,0,0,0,0,0
344,童志清,波尔图,4,8,81.8,42.9,64.3,39.5,0.0,704,576,7,3,14,9,81,32,0,0
345,德勒农古,波尔图,2,1,69.4,0.0,56.7,50.4,0.0,421,292,0,0,67,38,129,65,0,0
346,齐加诺维奇,波尔图,39,0,0.0,36.0,0.0,57.8,0.0,0,0,75,27,0,0,732,423,0,0
347,奥格斯伯格,波尔图,3,10,52.3,59.9,53.8,0.0,0.0,111,58,172,103,186,100,0,0,0,0
348,莫特罗尼,波尔图,0,0,70.0,0.0,0.0,0.0,62.9,10,7,0,0,0,0,0,0,229,144
349,武科拉伊,波尔图,0,1,18.5,0.0,50.3,44.2,0.0,54,10,0,0,197,99,360,159,0,0
350,英塔尔,波尔图,0,10,61.3,45.2,47.6,0.0,0.0,111,68,177,80,187,89,0,0,0,0
351,古赫尔,波尔图,0,0,33.3,0.0,49.7,43.7,0.0,57,19,0,0,199,99,350,153,0,0
352,比哈杜尔,波尔图,8,7,77.0,48.5,0.0,0.0,0.0,651,501,200,97,0,0,0,0,0,0
353,佩平斯,本菲卡,2,34,73.4,56.1,0.0,0.0,0.0,972,713,132,74,0,0,0,0,0,0
354,哈林斯坦,本菲卡,8,17,84.8,41.2,52.0,18.4,0.0,1232,1045,17,7,25,13,76,14,0,0
355,加布里埃良茨,本菲卡,75,0,0.0,50.0,0.0,64.0,0.0,0,0,172,86,0,0,667,427,0,0
356,贝科里,本菲卡,3,34,84.4,23.5,76.9,34.3,0.0,1298,1095,17,4,13,10,67,23,0,0
357,阿马纳,本菲卡,0,6,63.8,37.9,45.6,0.0,0.0,58,37,87,33,193,88,0,0,0,0
358,帕沃埃拉,本菲卡,3,30,72.9,59.6,0.0,0.0,0.0,1103,804,178,106,0,0,0,0,0,0
359,相金科,本菲卡,0,0,32.1,0.0,0.0,0.0,58.7,28,9,0,0,0,0,0,0,247,145
360,乌萨诺,本菲卡,0,2,14.9,0.0,48.7,44.9,0.0,87,13,0,0,232,113,396,178,0,0
361,特里贾诺,本菲卡,0,1,22.8,0.0,44.7,46.6,0.0,92,21,0,0,199,89,399,186,0,0
362,帕库利,本菲卡,44,0,0.0,21.0,0.0,56.4,0.0,0,0,119,25,0,0,594,335,0,0
363,多克赛,本菲卡,1,8,58.1,31.4,47.1,0.0,0.0,43,25,70,22,204,96,0,0,0,0
364,涅墨西斯,博卡,0,0,6.2,0.0,57.5,44.1,0.0,96,6,0,0,186,107,413,182,0,0
365,克拉伊卡,博卡,0,3,35.9,0.0,48.7,41.8,0.0,78,28,0,0,156,76,395,165,0,0
366,沙布尔,博卡,0,7,70.1,0.0,53.7,46.3,0.0,1069,749,0,0,54,29,149,69,0,0
367,韦诺西尼,博卡,2,16,68.9,45.5,0.0,0.0,0.0,1232,849,167,76,0,0,0,0,0,0
368,瓦乌布,博卡,4,23,72.5,56.9,0.0,0.0,0.0,1221,885,225,128,0,0,0,0,0,0
369,藤本一彦,博卡,0,4,81.2,0.0,0.0,0.0,63.1,16,13,0,0,0,0,0,0,176,111
370,厄尔尼,博卡,4,24,81.9,40.0,45.5,19.7,0.0,1439,1179,15,6,11,5,71,14,0,0
371,弗拉代亚尼,博卡,37,0,0.0,32.7,0.0,52.3,0.0,0,0,153,50,0,0,660,345,0,0
372,陈立锋,博卡,0,0,55.7,0.0,62.5,52.5,0.0,97,54,0,0,184,115,446,234,0,0
373,万吉亚,博卡,36,0,0.0,49.7,0.0,45.5,0.0,0,0,189,94,0,0,585,266,0,0
374,科兹曼,博卡,0,1,31.9,0.0,50.0,50.6,0.0,949,303,0,0,56,28,158,80,0,0
375,帕纳修克,河床,15,0,0.0,36.9,0.0,45.4,0.0,0,0,317,117,0,0,152,69,0,0
376,吉戈维奇,河床,0,0,6.4,0.0,68.1,47.5,0.0,125,8,0,0,238,162,362,172,0,0
377,库尔平斯基,河床,0,0,45.5,0.0,0.0,0.0,72.8,44,20,0,0,0,0,0,0,202,147
378,希纳格洛娃,河床,0,4,67.2,48.5,39.2,0.0,0.0,61,41,68,33,212,83,0,0,0,0
379,孙力丰,河床,11,1,75.2,41.7,0.0,53.5,0.0,165,124,115,48,0,0,71,38,0,0
380,米利亚鲁洛,河床,5,6,68.2,51.1,0.0,0.0,0.0,85,58,233,119,0,0,0,0,0,0
381,阿勒哲,河床,0,1,40.2,0.0,65.7,50.8,0.0,107,43,0,0,216,142,390,198,0,0
382,苏泽里尼,河床,6,1,78.1,29.2,0.0,41.3,0.0,178,139,96,28,0,0,46,19,0,0
383,罗根泽,河床,0,4,53.8,40.9,43.2,0.0,0.0,52,28,66,27,192,83,0,0,0,0
384,梅先锋,河床,5,13,74.8,55.2,0.0,0.0,0.0,103,77,288,159,0,0,0,0,0,0
385,舒马海尔,河床,0,2,71.2,0.0,60.3,43.9,0.0,184,131,0,0,68,41,148,65,0,0
397,卡皮耶夫,北京国安,1,4,67.2,39.5,47.9,0.0,0.0,58,39,114,45,215,103,0,0,0,0
398,穆诺科,北京国安,26,0,0.0,36.9,0.0,48.6,0.0,0,0,249,92,0,0,259,126,0,0
399,洪比歇尔,北京国安,0,0,21.9,0.0,0.0,0.0,55.3,32,7,0,0,0,0,0,0,257,142
400,哈莱夫奥卢,北京国安,12,0,0.0,29.8,0.0,49.0,0.0,0,0,228,68,0,0,247,121,0,0
401,拉夫斯泰特,北京国安,4,8,81.4,35.0,26.3,30.0,0.0,467,380,20,7,19,5,40,12,0,0
402,亚楚科夫,北京国安,9,3,83.7,50.0,61.5,50.0,0.0,454,380,28,14,26,16,46,23,0,0
403,周月强,北京国安,0,8,70.3,49.2,57.2,0.0,0.0,74,52,120,59,187,107,0,0,0,0
404,卡拉莫茨,北京国安,0,1,33.3,0.0,49.7,42.8,0.0,102,34,0,0,193,96,390,167,0,0
405,厄尔兴,北京国安,8,17,82.8,55.2,0.0,0.0,0.0,377,312,241,133,0,0,0,0,0,0
406,卡勒比约克,北京国安,9,15,76.0,52.2,0.0,0.0,0.0,396,301,232,121,0,0,0,0,0,0
407,法贝绍娃,北京国安,0,0,33.7,0.0,56.0,45.6,0.0,86,29,0,0,234,131,388,177,0,0
408,祖尔齐卡,江苏苏宁,0,1,44.1,0.0,58.7,47.7,0.0,93,41,0,0,184,108,363,173,0,0
409,巴拉乌雷,江苏苏宁,0,4,68.3,0.0,64.5,47.9,0.0,375,256,0,0,62,40,121,58,0,0
410,比约斯特伦,江苏苏宁,0,0,7.4,0.0,57.3,51.7,0.0,94,7,0,0,171,98,360,186,0,0
411,切尔内安卡,江苏苏宁,1,32,64.1,53.7,42.3,0.0,0.0,195,125,240,129,182,77,0,0,0,0
412,费利奇,江苏苏宁,5,20,59.9,49.4,51.8,0.0,0.0,167,100,253,125,218,113,0,0,0,0
413,图里亚马,江苏苏宁,1,14,72.3,0.0,47.6,42.7,0.0,411,297,0,0,63,30,131,56,0,0
414,布斯拉,江苏苏宁,1,8,73.1,0.0,45.5,41.6,0.0,401,293,0,0,55,25,125,52,0,0
415,斯基宾斯基,江苏苏宁,18,7,79.3,46.6,0.0,58.3,0.0,406,322,58,27,0,0,163,95,0,0
416,伍德沃思,江苏苏宁,41,0,0.0,37.4,0.0,59.1,0.0,0,0,171,64,0,0,491,290,0,0
417,卡兹纳,江苏苏宁,0,1,71.4,0.0,0.0,0.0,67.4,21,15,0,0,0,0,0,0,184,124
418,古塔利耶,江苏苏宁,26,0,0.0,44.1,0.0,48.4,0.0,0,0,179,79,0,0,461,223,0,0
419,马努夫里耶,埃因霍温,0,22,64.2,43.6,39.5,0.0,0.0,151,97,140,61,200,79,0,0,0,0
420,梅坎,埃因霍温,1,17,76.5,57.4,0.0,0.0,0.0,306,234,136,78,0,0,0,0,0,0
421,于戈多,埃因霍温,0,17,53.2,41.2,44.8,0.0,0.0,141,75,177,73,192,86,0,0,0,0
422,格罗格兰,埃因霍温,0,2,39.7,0.0,55.4,45.2,0.0,78,31,0,0,193,107,345,156,0,0
423,坎布雷拉,埃因霍温,9,5,82.6,46.7,58.8,54.5,0.0,288,238,15,7,17,10,55,30,0,0
424,米斯马克,埃因霍温,33,0,0.0,29.4,0.0,57.6,0.0,0,0,177,52,0,0,410,236,0,0
425,皮塞蒂,埃因霍温,6,7,77.7,10.0,26.3,41.1,0.0,264,205,10,1,19,5,73,30,0,0
426,卡洛罗西,埃因霍温,7,19,69.5,58.6,0.0,0.0,0.0,295,205,162,95,0,0,0,0,0,0
427,鲁姆里希,埃因霍温,37,0,0.0,28.0,0.0,63.7,0.0,0,0,175,49,0,0,449,286,0,0
428,卡罗齐耶里,埃因霍温,0,2,47.3,0.0,60.0,45.3,0.0,91,43,0,0,245,147,360,163,0,0
429,约基苏,埃因霍温,0,0,35.1,0.0,0.0,0.0,52.4,37,13,0,0,0,0,0,0,229,120
