id,姓名,俱乐部,进球数,助攻数,传球成功率,过人成功率,抢断成功率,争顶成功率,扑救成功率,传球数,传球成功数,过人数,过人成功数,抢断数,抢断成功数,争顶数,争顶成功数,扑救数,扑救成功数
50,姆拉多韦亚努,AC米兰,37,0,0.0,44.1,0.0,60.1,0.0,0,0,227,100,0,0,313,188,0,0
51,卡伦登,AC米兰,0,4,71.4,0.0,0.0,0.0,58.8,28,20,0,0,0,0,0,0,182,107
52,凡萨戈,AC米兰,8,19,75.0,65.8,0.0,0.0,0.0,112,84,313,206,0,0,0,0,0,0
53,格里本恰,AC米兰,11,7,81.1,35.6,0.0,55.0,0.0,312,253,87,31,0,0,80,44,0,0
54,岑策雷亚努,AC米兰,3,3,70.3,0.0,47.6,42.7,0.0,293,206,0,0,63,30,89,38,0,0
55,列特,AC米兰,1,8,40.7,57.0,57.8,0.0,0.0,81,33,100,57,275,159,0,0,0,0
89,泽莱纽克,切尔西,24,0,0.0,20.3,0.0,51.8,0.0,0,0,59,12,0,0,330,171,0,0
90,奇梅拉罗,切尔西,1,18,54.0,52.0,52.8,0.0,0.0,137,74,244,127,235,124,0,0,0,0
91,德里格尔,切尔西,0,1,22.2,0.0,50.9,46.0,0.0,81,18,0,0,165,84,250,115,0,0
92,德卢卡,切尔西,5,2,76.7,50.0,46.2,38.0,0.0,253,194,4,2,13,6,50,19,0,0
93,安格施泰因,切尔西,0,1,43.2,0.0,55.4,49.8,0.0,81,35,0,0,222,123,261,130,0,0
94,特拉莫耶雷斯,切尔西,17,0,0.0,51.3,0.0,44.2,0.0,0,0,76,39,0,0,310,137,0,0
95,奥格内诺夫,切尔西,2,5,48.0,52.4,51.1,0.0,0.0,123,59,229,120,262,134,0,0,0,0
96,普雷舍斯,切尔西,2,9,73.3,24.1,0.0,0.0,0.0,232,170,199,48,0,0,0,0,0,0
97,库尔克内亚努,切尔西,2,3,79.1,25.0,63.6,20.6,0.0,239,189,4,1,11,7,34,7,0,0
98,约西佩斯库,切尔西,0,0,41.7,0.0,0.0,0.0,59.7,12,5,0,0,0,0,0,0,176,105
99,耶尔姆达尔,切尔西,4,11,72.1,40.1,0.0,0.0,0.0,258,186,222,89,0,0,0,0,0,0
111,基泰斯基,马德里竞技,0,0,39.7,0.0,58.9,50.2,0.0,73,29,0,0,180,106,319,160,0,0
112,贝勒丰,马德里竞技,1,5,53.2,58.4,53.9,0.0,0.0,62,33,166,97,230,124,0,0,0,0
113,詹达利,马德里竞技,3,6,76.0,0.0,45.9,49.5,0.0,726,552,0,0,61,28,99,49,0,0
114,克鲁丘努克,马德里竞技,0,0,36.8,0.0,51.5,45.4,0.0,68,25,0,0,167,86,313,142,0,0
115,施特勒特,马德里竞技,7,4,79.6,33.3,42.1,37.7,0.0,998,794,3,1,19,8,69,26,0,0
116,贾尔图,马德里竞技,6,9,79.7,50.0,33.3,27.3,0.0,1034,824,6,3,15,5,66,18,0,0
117,卡斯蒂略,马德里竞技,34,0,0.0,31.1,0.0,51.7,0.0,0,0,45,14,0,0,662,342,0,0
118,敦科娃,马德里竞技,10,15,75.4,52.8,0.0,0.0,0.0,935,705,248,131,0,0,0,0,0,0
119,亚尼斯,马德里竞技,1,5,42.6,34.9,43.8,0.0,0.0,47,20,152,53,242,106,0,0,0,0
120,谢瓦尔德纳,马德里竞技,2,7,69.1,43.7,0.0,0.0,0.0,812,561,238,104,0,0,0,0,0,0
121,阿穆伊,马德里竞技,0,0,100.0,0.0,0.0,0.0,50.7,1,1,0,0,0,0,0,0,144,73
133,莱日米拉茨,托特纳姆热刺,0,5,36.6,42.7,48.0,0.0,0.0,71,26,150,64,246,118,0,0,0,0
134,克拉伊乔娃,托特纳姆热刺,1,10,71.8,44.9,0.0,0.0,0.0,621,446,178,80,0,0,0,0,0,0
135,韦舍泽,托特纳姆热刺,0,1,53.7,0.0,74.7,50.0,0.0,95,51,0,0,170,127,290,145,0,0
136,雷斯捷,托特纳姆热刺,29,0,0.0,41.8,0.0,54.7,0.0,0,0,165,69,0,0,386,211,0,0
137,汉帕夏,托特纳姆热刺,3,9,66.5,44.0,0.0,0.0,0.0,567,377,175,77,0,0,0,0,0,0
138,武伊科,托特纳姆热刺,1,8,79.9,16.7,35.3,42.5,0.0,804,642,6,1,17,6,40,17,0,0
139,穆扎拜,托特纳姆热刺,20,0,0.0,43.6,0.0,50.1,0.0,0,0,163,71,0,0,363,182,0,0
140,塞特利,托特纳姆热刺,0,1,36.3,0.0,67.9,59.4,0.0,135,49,0,0,224,152,320,190,0,0
141,赫卡拉,托特纳姆热刺,0,4,55.6,0.0,0.0,0.0,44.4,18,10,0,0,0,0,0,0,133,59
142,両角岳彦,托特纳姆热刺,3,11,76.8,61.9,41.7,36.2,0.0,770,591,21,13,12,5,47,17,0,0
143,卡达尔塞,托特纳姆热刺,2,4,46.3,46.4,48.9,0.0,0.0,67,31,151,70,272,133,0,0,0,0
144,瓦克斯曼,尤文图斯,7,9,51.5,48.8,0.0,0.0,0.0,68,35,287,140,0,0,0,0,0,0
145,卡斯鲁热,尤文图斯,3,6,64.8,47.5,0.0,0.0,0.0,454,294,61,29,0,0,0,0,0,0
146,科普捷夫,尤文图斯,1,7,69.3,43.8,0.0,0.0,0.0,443,307,89,39,0,0,0,0,0,0
147,兰卡蒂,尤文图斯,7,7,78.9,33.3,27.3,32.3,0.0,687,542,3,1,11,3,31,10,0,0
148,托波林斯基,尤文图斯,0,7,49.2,43.6,42.7,0.0,0.0,59,29,94,41,241,103,0,0,0,0
149,沃特雷斯库,尤文图斯,0,0,70.0,0.0,0.0,0.0,48.6,10,7,0,0,0,0,0,0,144,70
150,斯拉京,尤文图斯,39,0,0.0,51.8,0.0,54.3,0.0,0,0,114,59,0,0,385,209,0,0
151,贝格斯维克,尤文图斯,0,0,37.0,0.0,64.0,55.8,0.0,92,34,0,0,261,167,258,144,0,0
152,里兹尔,尤文图斯,2,1,54.2,43.6,59.7,0.0,0.0,59,32,117,51,268,160,0,0,0,0
153,巴科京,尤文图斯,4,12,52.9,51.1,0.0,0.0,0.0,87,46,276,141,0,0,0,0,0,0
154,洛莫兹,尤文图斯,0,0,40.7,0.0,48.8,59.8,0.0,108,44,0,0,170,83,259,155,0,0
155,卢伊什,多特蒙德,4,12,74.2,48.8,0.0,0.0,0.0,132,98,260,127,0,0,0,0,0,0
156,惠特迈耶,多特蒙德,18,0,0.0,22.0,0.0,49.5,0.0,0,0,59,13,0,0,279,138,0,0
157,特拉达斯,多特蒙德,0,0,47.0,0.0,30.1,52.6,0.0,66,31,0,0,176,53,196,103,0,0
158,基塞纳,多特蒙德,2,10,64.5,48.7,0.0,0.0,0.0,121,78,277,135,0,0,0,0,0,0
159,哈拉萨,多特蒙德,2,12,52.3,46.5,52.2,0.0,0.0,109,57,230,107,270,141,0,0,0,0
160,勒加夫尔,多特蒙德,0,0,50.0,0.0,0.0,0.0,51.7,10,5,0,0,0,0,0,0,178,92
161,德尔泰姆,多特蒙德,1,21,54.4,49.2,49.6,0.0,0.0,136,74,252,124,228,113,0,0,0,0
162,巴尔蒂洛蒂,多特蒙德,28,0,0.0,33.8,0.0,54.1,0.0,0,0,68,23,0,0,283,153,0,0
163,阿普拉克,多特蒙德,9,3,80.0,50.0,29.2,33.3,0.0,100,80,8,4,24,7,24,8,0,0
164,里达斯特伦,多特蒙德,3,0,74.0,14.3,50.0,47.6,0.0,150,111,7,1,16,8,42,20,0,0
165,菲加罗,多特蒙德,0,0,41.7,0.0,51.1,61.4,0.0,103,43,0,0,231,118,223,137,0,0
166,维迪厄,拜仁慕尼黑,0,1,42.4,0.0,56.0,48.4,0.0,85,36,0,0,207,116,281,136,0,0
167,布泽斯库尔,拜仁慕尼黑,2,4,71.2,0.0,67.8,40.2,0.0,597,425,0,0,59,40,92,37,0,0
168,泽契里亚,拜仁慕尼黑,7,7,72.8,45.0,59.1,56.8,0.0,744,542,20,9,22,13,74,42,0,0
169,塞特斯塔德,拜仁慕尼黑,1,5,60.6,50.7,56.5,0.0,0.0,99,60,140,71,253,143,0,0,0,0
170,于尔辛,拜仁慕尼黑,0,3,49.4,0.0,49.1,41.1,0.0,77,38,0,0,159,78,270,111,0,0
171,哈雷德,拜仁慕尼黑,0,11,52.1,54.2,48.9,0.0,0.0,94,49,142,77,219,107,0,0,0,0
172,德拉罗齐埃,拜仁慕尼黑,4,16,70.0,42.5,0.0,0.0,0.0,641,449,146,62,0,0,0,0,0,0
173,基米雷尔,拜仁慕尼黑,0,1,51.9,0.0,0.0,0.0,54.4,27,14,0,0,0,0,0,0,160,87
174,吉尼奥利,拜仁慕尼黑,42,0,0.0,45.2,0.0,45.8,0.0,0,0,221,100,0,0,535,245,0,0
175,兰多尔夫,拜仁慕尼黑,12,3,73.3,61.9,23.1,47.6,0.0,802,588,21,13,13,3,63,30,0,0
176,皮耶蒂凯宁,拜仁慕尼黑,7,19,75.6,64.0,0.0,0.0,0.0,696,526,175,112,0,0,0,0,0,0
177,莫里特,上海申花,10,2,69.1,29.8,0.0,52.9,0.0,391,270,57,17,0,0,155,82,0,0
178,瓦迪尼,上海申花,12,10,79.0,40.7,0.0,54.2,0.0,480,379,54,22,0,0,107,58,0,0
179,科西奥勒克,上海申花,0,20,60.4,51.8,54.9,0.0,0.0,101,61,139,72,266,146,0,0,0,0
180,萨特伦,上海申花,3,10,52.5,51.9,0.0,0.0,0.0,120,63,235,122,0,0,0,0,0,0
181,拉尔昌德,上海申花,0,1,18.1,0.0,42.2,51.1,0.0,83,15,0,0,218,92,233,119,0,0
182,蓬皮利安,上海申花,0,1,45.5,0.0,0.0,0.0,61.2,11,5,0,0,0,0,0,0,196,120
183,洛克纳特,上海申花,5,16,42.5,55.3,0.0,0.0,0.0,127,54,253,140,0,0,0,0,0,0
184,布伦内罗,上海申花,0,13,77.0,0.0,61.7,46.9,0.0,488,376,0,0,94,58,81,38,0,0
185,施勒特罗娃,上海申花,0,2,33.0,0.0,43.3,49.6,0.0,103,34,0,0,208,90,244,121,0,0
186,冯丽娟,上海申花,63,0,0.0,47.1,0.0,62.5,0.0,0,0,153,72,0,0,472,295,0,0
187,库斯泰雷,上海申花,0,10,55.5,48.9,36.6,0.0,0.0,110,61,131,64,243,89,0,0,0,0
188,德尔维希安,上海上港,0,0,55.1,0.0,38.2,45.9,0.0,733,404,0,0,55,21,111,51,0,0
189,斯捷普琴科夫,上海上港,21,0,0.0,51.4,0.0,38.6,0.0,0,0,35,18,0,0,572,221,0,0
190,富莱尼,上海上港,6,3,78.6,40.0,33.3,34.1,0.0,1096,861,5,2,18,6,44,15,0,0
191,阿加雷,上海上港,0,0,30.4,0.0,70.0,55.2,0.0,69,21,0,0,233,163,315,174,0,0
192,西利扬托,上海上港,8,4,78.4,0.0,56.2,22.0,0.0,1094,858,1,0,16,9,50,11,0,0
193,泽曼科娃,上海上港,0,0,13.2,0.0,60.1,42.7,0.0,53,7,0,0,158,95,279,119,0,0
194,马尔盖纳,上海上港,6,6,62.7,48.2,0.0,0.0,0.0,913,572,224,108,0,0,0,0,0,0
195,阿利马梅德,上海上港,2,5,44.3,46.4,50.6,0.0,0.0,61,27,166,77,235,119,0,0,0,0
196,松茹尔,上海上港,0,0,50.0,0.0,0.0,0.0,53.3,4,2,0,0,0,0,0,0,120,64
197,阿德罗尼亚,上海上港,2,4,51.4,47.5,49.0,0.0,0.0,72,37,177,84,239,117,0,0,0,0
198,菲茨杰拉尔德,上海上港,8,16,74.3,58.0,0.0,0.0,0.0,941,699,245,142,0,0,0,0,0,0
199,切斯特纳特,莱斯特城,49,0,0.0,42.4,0.0,56.9,0.0,0,0,231,98,0,0,383,218,0,0
200,庞舍尼耶,莱斯特城,0,3,40.2,0.0,65.2,44.6,0.0,82,33,0,0,158,103,233,104,0,0
201,特林克莱,莱斯特城,0,25,74.6,0.0,59.1,50.0,0.0,968,722,0,0,44,26,94,47,0,0
202,纳伊登,莱斯特城,0,14,70.3,0.0,44.2,58.6,0.0,994,699,0,0,43,19,87,51,0,0
203,霍勒费尔德,莱斯特城,13,18,72.7,47.2,0.0,48.5,0.0,980,712,89,42,0,0,99,48,0,0
204,法穆拉罗,莱斯特城,0,3,29.1,0.0,62.1,63.7,0.0,127,37,0,0,177,110,262,167,0,0
205,舒赫明,莱斯特城,0,7,47.4,0.0,42.4,50.6,0.0,838,397,0,0,59,25,85,43,0,0
206,舍嫩,莱斯特城,0,10,59.0,30.0,41.5,0.0,0.0,83,49,120,36,241,100,0,0,0,0
207,贝尔盖涅,莱斯特城,0,2,57.1,0.0,0.0,0.0,53.0,28,16,0,0,0,0,0,0,115,61
208,西法尔,莱斯特城,1,14,55.3,50.8,52.0,0.0,0.0,94,52,124,63,306,159,0,0,0,0
209,索布尔,莱斯特城,34,0,0.0,43.0,0.0,48.7,0.0,0,0,228,98,0,0,355,173,0,0
232,莫昆比,里斯本竞技,2,29,75.8,48.7,0.0,0.0,0.0,1177,892,191,93,0,0,0,0,0,0
233,卡迪姆,里斯本竞技,7,24,80.0,30.0,47.1,32.6,0.0,1179,943,10,3,17,8,46,15,0,0
234,阿尔特曼施佩格,里斯本竞技,1,5,56.4,0.0,44.9,47.6,0.0,853,481,0,0,49,22,82,39,0,0
235,列斯科,里斯本竞技,48,0,0.0,33.6,0.0,52.8,0.0,0,0,149,50,0,0,608,321,0,0
236,弗勒迪克,里斯本竞技,0,0,38.9,0.0,69.1,61.2,0.0,113,44,0,0,191,132,263,161,0,0
237,林德罗斯,里斯本竞技,37,0,0.0,28.5,0.0,36.5,0.0,0,0,137,39,0,0,509,186,0,0
238,帕尔帕莱,里斯本竞技,0,2,26.4,0.0,45.0,51.9,0.0,91,24,0,0,171,77,243,126,0,0
239,卡斯蒂格,里斯本竞技,0,2,32.5,0.0,54.4,47.8,0.0,83,27,0,0,149,81,253,121,0,0
240,穆尔托因佩雷,里斯本竞技,3,31,67.0,53.5,0.0,0.0,0.0,1146,768,202,108,0,0,0,0,0,0
241,加夫雷希,里斯本竞技,2,6,65.0,0.0,52.3,46.4,0.0,828,538,0,0,44,23,84,39,0,0
242,卡什特兰,里斯本竞技,0,1,57.1,0.0,0.0,0.0,46.1,14,8,0,0,0,0,0,0,128,59
254,瓦隆,浙江绿城,13,5,68.6,29.4,0.0,58.3,0.0,703,482,34,10,0,0,144,84,0,0
255,博加尔迪,浙江绿城,0,9,50.0,64.6,52.5,0.0,0.0,102,51,130,84,259,136,0,0,0,0
256,桑德舍,浙江绿城,10,3,69.3,40.7,0.0,53.1,0.0,690,478,27,11,0,0,130,69,0,0
257,卡拉斯卡劳,浙江绿城,0,0,37.5,0.0,55.1,46.7,0.0,72,27,0,0,167,92,255,119,0,0
258,奥罗法洛,浙江绿城,45,0,0.0,44.4,0.0,58.0,0.0,0,0,81,36,0,0,490,284,0,0
259,皮佐卡罗,浙江绿城,0,14,79.7,0.0,56.8,62.9,0.0,833,664,0,0,88,50,70,44,0,0
260,斯特列茨库尔,浙江绿城,1,17,50.0,55.3,0.0,0.0,0.0,108,54,302,167,0,0,0,0,0,0
261,杰梅耶夫,浙江绿城,0,8,52.5,36.2,41.4,0.0,0.0,59,31,127,46,244,101,0,0,0,0
262,斯洛尔,浙江绿城,0,0,50.0,0.0,0.0,0.0,56.4,10,5,0,0,0,0,0,0,149,84
263,费凯蒂奇,浙江绿城,6,12,60.2,53.9,0.0,0.0,0.0,83,50,254,137,0,0,0,0,0,0
264,成乾,浙江绿城,0,0,44.8,0.0,59.9,57.8,0.0,105,47,0,0,217,130,268,155,0,0
276,伊帕拉吉雷,西汉姆联,4,5,49.3,49.2,38.8,0.0,0.0,73,36,128,63,245,95,0,0,0,0
277,贝拉温娜,西汉姆联,5,3,81.1,52.0,35.0,31.0,0.0,233,189,25,13,20,7,42,13,0,0
278,韦列日尼科夫,西汉姆联,6,10,71.7,61.8,0.0,0.0,0.0,198,142,217,134,0,0,0,0,0,0
279,辛迪莱,西汉姆联,0,2,49.1,0.0,67.7,53.2,0.0,116,57,0,0,251,170,263,140,0,0
280,多舒,西汉姆联,0,1,38.1,0.0,49.7,56.7,0.0,147,56,0,0,175,87,277,157,0,0
281,赖因维茨,西汉姆联,1,4,68.5,40.0,0.0,0.0,0.0,203,139,150,60,0,0,0,0,0,0
282,文扎拉,西汉姆联,3,4,74.2,16.0,20.0,47.2,0.0,267,198,25,4,10,2,36,17,0,0
283,帕夫利娅,西汉姆联,0,1,37.5,0.0,0.0,0.0,55.1,32,12,0,0,0,0,0,0,136,75
284,基维萨里,西汉姆联,3,10,55.3,52.4,55.0,0.0,0.0,85,47,126,66,271,149,0,0,0,0
285,古尔兹,西汉姆联,34,0,0.0,39.3,0.0,59.7,0.0,0,0,331,130,0,0,305,182,0,0
286,扎瓦利,西汉姆联,0,2,59.7,0.0,50.0,52.0,0.0,186,111,0,0,54,27,102,53,0,0
287,萨利图里,狼队,7,4,47.2,47.4,0.0,0.0,0.0,36,17,190,90,0,0,0,0,0,0
288,菲洛戈尼奥,狼队,0,0,10.5,0.0,65.2,51.6,0.0,95,10,0,0,233,152,318,164,0,0
289,乌德纽斯,狼队,1,6,73.6,38.3,0.0,0.0,0.0,1231,906,47,18,0,0,0,0,0,0
290,当特,狼队,6,1,50.0,41.8,0.0,0.0,0.0,30,15,153,64,0,0,0,0,0,0
291,舒茨曼,狼队,0,0,29.6,44.2,43.3,0.0,0.0,27,8,43,19,245,106,0,0,0,0
292,米库尔斯卡,狼队,1,4,50.0,50.8,56.3,0.0,0.0,40,20,59,30,270,152,0,0,0,0
293,佩科拉里,狼队,2,5,71.9,42.4,0.0,0.0,0.0,1340,963,59,25,0,0,0,0,0,0
294,马尔塞耶,狼队,0,0,83.3,0.0,0.0,0.0,59.2,18,15,0,0,0,0,0,0,130,77
295,萨韦德,狼队,0,0,31.4,0.0,61.4,58.8,0.0,102,32,0,0,158,97,354,208,0,0
296,博因,狼队,33,0,0.0,32.1,0.0,39.7,0.0,0,0,109,35,0,0,469,186,0,0
297,格拉贝斯,狼队,1,16,83.3,36.4,45.5,48.9,0.0,1903,1586,11,4,11,5,47,23,0,0
309,克拉佩,摩纳哥,2,8,48.9,54.5,55.2,0.0,0.0,131,64,178,97,286,158,0,0,0,0
310,斯坦索尔,摩纳哥,0,1,29.6,0.0,0.0,0.0,54.3,27,8,0,0,0,0,0,0,140,76
311,施韦德,摩纳哥,5,12,71.6,51.2,0.0,0.0,0.0,236,169,160,82,0,0,0,0,0,0
312,维肖内,摩纳哥,1,2,60.2,0.0,58.8,46.9,0.0,249,150,0,0,51,30,64,30,0,0
313,贝尔蒙迪,摩纳哥,0,0,47.4,0.0,49.0,40.2,0.0,78,37,0,0,147,72,209,84,0,0
314,斯科罗斯拉夫,摩纳哥,0,1,34.1,0.0,66.7,47.7,0.0,82,28,0,0,195,130,220,105,0,0
315,佐佐木将,摩纳哥,1,11,59.6,58.3,62.9,0.0,0.0,146,87,180,105,259,163,0,0,0,0
316,布鲁丹,摩纳哥,2,9,69.4,44.4,0.0,0.0,0.0,265,184,151,67,0,0,0,0,0,0
317,德亚尼什,摩纳哥,4,2,71.5,44.8,30.0,25.0,0.0,249,178,29,13,20,6,28,7,0,0
318,马斯托丹特,摩纳哥,41,0,0.0,42.2,0.0,49.0,0.0,0,0,249,105,0,0,367,180,0,0
319,郑凯龙,摩纳哥,4,7,80.4,51.9,66.7,45.2,0.0,281,226,27,14,15,10,42,19,0,0
320,斯图皮内安,广州恒大,0,1,48.5,0.0,61.2,56.4,0.0,68,33,0,0,188,115,225,127,0,0
321,蒂布西奥,广州恒大,13,8,68.3,49.6,0.0,0.0,0.0,669,457,260,129,0,0,0,0,0,0
322,西里通,广州恒大,0,0,56.8,0.0,59.7,46.2,0.0,44,25,0,0,159,95,195,90,0,0
323,维戈洛夫,广州恒大,1,3,79.3,0.0,65.8,68.9,0.0,584,463,0,0,76,50,74,51,0,0
324,艾斯可,广州恒大,6,4,84.4,33.3,25.0,47.6,0.0,828,699,6,2,12,3,82,39,0,0
325,哈里希,广州恒大,6,2,81.8,76.9,20.0,30.6,0.0,888,726,13,10,15,3,62,19,0,0
326,特赖切克,广州恒大,12,10,70.6,57.3,0.0,0.0,0.0,657,464,267,153,0,0,0,0,0,0
327,佩钦卡,广州恒大,0,1,55.1,38.4,50.2,0.0,0.0,78,43,172,66,257,129,0,0,0,0
328,斯文内费尔特,广州恒大,1,5,51.9,52.9,52.6,0.0,0.0,77,40,172,91,232,122,0,0,0,0
329,斯沃森,广州恒大,19,0,0.0,32.8,0.0,42.9,0.0,0,0,64,21,0,0,573,246,0,0
330,赫尔内,广州恒大,0,0,20.0,0.0,0.0,0.0,55.5,10,2,0,0,0,0,0,0,110,61
386,克里埃尔,川崎前锋,0,2,55.4,44.1,47.8,0.0,0.0,65,36,68,30,226,108,0,0,0,0
387,科罗尼斯,川崎前锋,0,1,86.7,0.0,0.0,0.0,49.7,15,13,0,0,0,0,0,0,149,74
388,波赫亚斯沃,川崎前锋,8,8,76.5,59.3,0.0,0.0,0.0,81,62,275,163,0,0,0,0,0,0
389,厄兹帕拉,川崎前锋,11,10,81.7,63.7,0.0,0.0,0.0,469,383,113,72,0,0,0,0,0,0
390,艾索伦,川崎前锋,1,10,60.0,45.6,0.0,0.0,0.0,105,63,274,125,0,0,0,0,0,0
391,施蓬格,川崎前锋,0,1,37.3,0.0,55.9,46.8,0.0,75,28,0,0,170,95,220,103,0,0
392,吉杜利亚诺夫,川崎前锋,0,0,33.8,0.0,60.5,44.8,0.0,65,22,0,0,223,135,241,108,0,0
393,多纳泰罗,川崎前锋,11,4,81.5,63.2,55.6,28.6,0.0,634,517,19,12,9,5,49,14,0,0
394,纳西夫,川崎前锋,5,7,78.7,50.6,0.0,0.0,0.0,550,433,89,45,0,0,0,0,0,0
395,泰克索伊,川崎前锋,0,2,55.6,34.9,51.5,0.0,0.0,45,25,83,29,239,123,0,0,0,0
396,察诺维奇,川崎前锋,27,0,0.0,29.6,0.0,53.6,0.0,0,0,152,45,0,0,422,226,0,0
430,沃里奥克萨,桑托斯,35,0,0.0,33.5,0.0,50.2,0.0,0,0,209,70,0,0,466,234,0,0
431,韦奇卡,桑托斯,0,6,67.0,0.0,51.0,38.5,0.0,540,362,0,0,49,25,78,30,0,0
432,马廖科维奇,桑托斯,0,1,43.5,0.0,56.1,47.8,0.0,92,40,0,0,164,92,276,132,0,0
433,伊格尼什卡,桑托斯,2,6,78.7,37.5,13.3,30.4,0.0,628,494,16,6,15,2,46,14,0,0
434,阿达蒙蒂,桑托斯,0,7,78.0,26.3,30.0,37.7,0.0,685,534,19,5,10,3,53,20,0,0
435,贾吉尔,桑托斯,2,7,63.9,44.3,0.0,0.0,0.0,610,390,183,81,0,0,0,0,0,0
436,洛瓦萨,桑托斯,0,1,44.0,0.0,0.0,0.0,45.5,25,11,0,0,0,0,0,0,132,60
437,莱特卡,桑托斯,6,2,46.9,42.4,0.0,0.0,0.0,512,240,217,92,0,0,0,0,0,0
438,潘杜雷维奇,桑托斯,1,8,67.1,47.3,55.6,0.0,0.0,82,55,146,69,259,144,0,0,0,0
439,胡绍贵,桑托斯,0,0,55.1,0.0,70.4,58.0,0.0,107,59,0,0,189,133,269,156,0,0
440,布安加,桑托斯,1,1,50.0,48.9,49.0,0.0,0.0,56,28,139,68,245,120,0,0,0,0
