id,姓名,俱乐部,进球数,助攻数,传球成功率,过人成功率,抢断成功率,争顶成功率,扑救成功率,传球数,传球成功数,过人数,过人成功数,抢断数,抢断成功数,争顶数,争顶成功数,扑救数,扑救成功数
94,特拉莫耶雷斯,切尔西,16,0,0.0,40.3,0.0,46.6,0.0,0,0,72,29,0,0,283,132,0,0
95,奥格内诺夫,切尔西,1,18,45.6,57.7,53.1,0.0,0.0,147,67,265,153,254,135,0,0,0,0
96,普雷舍斯,切尔西,6,13,71.4,45.6,0.0,0.0,0.0,266,190,237,108,0,0,0,0,0,0
97,库尔克内亚努,切尔西,7,5,77.7,25.0,31.2,9.1,0.0,211,164,8,2,16,5,33,3,0,0
98,约西佩斯库,切尔西,0,0,100.0,0.0,0.0,0.0,57.7,3,3,0,0,0,0,0,0,168,97
99,耶尔姆达尔,切尔西,5,12,68.8,43.2,0.0,0.0,0.0,199,137,234,101,0,0,0,0,0,0
111,基泰斯基,马德里竞技,0,1,37.1,0.0,63.5,54.3,0.0,70,26,0,0,197,125,280,152,0,0
112,贝勒丰,马德里竞技,1,5,52.9,61.4,52.9,0.0,0.0,51,27,145,89,227,120,0,0,0,0
113,詹达利,马德里竞技,0,6,73.0,0.0,59.3,54.2,0.0,736,537,0,0,81,48,96,52,0,0
114,克鲁丘努克,马德里竞技,0,0,41.7,0.0,54.4,37.4,0.0,60,25,0,0,160,87,246,92,0,0
115,施特勒特,马德里竞技,5,8,78.8,66.7,61.5,26.0,0.0,1026,808,9,6,13,8,50,13,0,0
116,贾尔图,马德里竞技,6,11,79.3,40.0,37.5,26.1,0.0,1007,799,5,2,8,3,69,18,0,0
117,卡斯蒂略,马德里竞技,35,0,0.0,11.1,0.0,56.2,0.0,0,0,36,4,0,0,689,387,0,0
118,敦科娃,马德里竞技,7,8,75.3,56.7,0.0,0.0,0.0,893,672,275,156,0,0,0,0,0,0
119,亚尼斯,马德里竞技,1,4,51.8,38.5,41.7,0.0,0.0,56,29,135,52,242,101,0,0,0,0
120,谢瓦尔德纳,马德里竞技,6,8,69.6,45.8,0.0,0.0,0.0,854,594,273,125,0,0,0,0,0,0
121,阿穆伊,马德里竞技,0,0,25.0,0.0,0.0,0.0,58.4,4,1,0,0,0,0,0,0,137,80
133,莱日米拉茨,托特纳姆热刺,1,5,39.4,38.5,50.6,0.0,0.0,71,28,130,50,257,130,0,0,0,0
134,克拉伊乔娃,托特纳姆热刺,6,15,71.7,50.0,0.0,0.0,0.0,702,503,184,92,0,0,0,0,0,0
135,韦舍泽,托特纳姆热刺,0,2,48.2,0.0,61.2,38.9,0.0,85,41,0,0,201,123,247,96,0,0
136,雷斯捷,托特纳姆热刺,30,0,0.0,36.2,0.0,52.7,0.0,0,0,138,50,0,0,404,213,0,0
137,汉帕夏,托特纳姆热刺,5,15,69.2,51.0,0.0,0.0,0.0,669,463,198,101,0,0,0,0,0,0
138,武伊科,托特纳姆热刺,10,15,79.5,50.0,40.0,40.7,0.0,752,598,16,8,15,6,54,22,0,0
139,穆扎拜,托特纳姆热刺,37,0,0.0,36.2,0.0,56.0,0.0,0,0,138,50,0,0,414,232,0,0
140,塞特利,托特纳姆热刺,0,2,38.7,0.0,63.4,54.4,0.0,106,41,0,0,238,151,298,162,0,0
141,赫卡拉,托特纳姆热刺,0,0,16.7,0.0,0.0,0.0,48.4,18,3,0,0,0,0,0,0,157,76
142,両角岳彦,托特纳姆热刺,7,24,79.7,60.0,40.0,49.0,0.0,937,747,10,6,15,6,49,24,0,0
143,卡达尔塞,托特纳姆热刺,0,7,42.6,47.9,48.8,0.0,0.0,68,29,142,68,242,118,0,0,0,0
144,瓦克斯曼,尤文图斯,6,14,65.3,43.4,0.0,0.0,0.0,118,77,265,115,0,0,0,0,0,0
145,卡斯鲁热,尤文图斯,4,4,62.8,41.1,0.0,0.0,0.0,435,273,95,39,0,0,0,0,0,0
146,科普捷夫,尤文图斯,2,6,66.5,45.8,0.0,0.0,0.0,436,290,107,49,0,0,0,0,0,0
147,兰卡蒂,尤文图斯,5,9,78.1,14.3,52.9,15.8,0.0,626,489,7,1,17,9,38,6,0,0
148,托波林斯基,尤文图斯,1,2,48.3,50.0,41.1,0.0,0.0,60,29,104,52,236,97,0,0,0,0
149,沃特雷斯库,尤文图斯,0,1,42.9,0.0,0.0,0.0,56.8,7,3,0,0,0,0,0,0,155,88
150,斯拉京,尤文图斯,40,0,0.0,41.8,0.0,57.8,0.0,0,0,98,41,0,0,410,237,0,0
151,贝格斯维克,尤文图斯,0,1,43.4,0.0,67.4,54.9,0.0,99,43,0,0,270,182,268,147,0,0
152,里兹尔,尤文图斯,0,4,53.7,43.1,52.1,0.0,0.0,54,29,102,44,240,125,0,0,0,0
153,巴科京,尤文图斯,3,9,56.0,49.6,0.0,0.0,0.0,75,42,260,129,0,0,0,0,0,0
154,洛莫兹,尤文图斯,0,1,41.3,0.0,55.8,50.3,0.0,92,38,0,0,165,92,302,152,0,0
155,卢伊什,多特蒙德,5,10,70.9,49.0,0.0,0.0,0.0,117,83,251,123,0,0,0,0,0,0
156,惠特迈耶,多特蒙德,20,0,0.0,24.1,0.0,50.7,0.0,0,0,58,14,0,0,288,146,0,0
157,特拉达斯,多特蒙德,0,1,48.2,0.0,50.7,50.9,0.0,85,41,0,0,227,115,218,111,0,0
158,基塞纳,多特蒙德,12,11,64.6,54.1,0.0,0.0,0.0,189,122,259,140,0,0,0,0,0,0
159,哈拉萨,多特蒙德,1,18,49.2,51.3,53.5,0.0,0.0,122,60,265,136,243,130,0,0,0,0
160,勒加夫尔,多特蒙德,0,0,66.7,0.0,0.0,0.0,49.2,9,6,0,0,0,0,0,0,177,87
161,德尔泰姆,多特蒙德,0,12,52.4,44.8,50.9,0.0,0.0,124,65,259,116,287,146,0,0,0,0
162,巴尔蒂洛蒂,多特蒙德,27,0,0.0,37.7,0.0,59.5,0.0,0,0,69,26,0,0,309,184,0,0
163,阿普拉克,多特蒙德,3,3,79.5,14.3,25.0,18.2,0.0,112,89,7,1,16,4,22,4,0,0
164,里达斯特伦,多特蒙德,4,2,75.5,66.7,25.0,45.0,0.0,155,117,3,2,20,5,20,9,0,0
165,菲加罗,多特蒙德,0,0,37.6,0.0,52.0,51.7,0.0,85,32,0,0,256,133,203,105,0,0
166,维迪厄,拜仁慕尼黑,0,0,29.4,0.0,65.0,50.0,0.0,102,30,0,0,206,134,274,137,0,0
167,布泽斯库尔,拜仁慕尼黑,2,6,74.3,0.0,63.9,30.4,0.0,645,479,0,0,72,46,79,24,0,0
168,泽契里亚,拜仁慕尼黑,8,8,75.7,28.6,28.6,45.9,0.0,757,573,14,4,14,4,74,34,0,0
169,塞特斯塔德,拜仁慕尼黑,0,7,57.3,48.2,52.7,0.0,0.0,110,63,141,68,262,138,0,0,0,0
170,于尔辛,拜仁慕尼黑,0,0,35.3,0.0,42.6,45.7,0.0,85,30,0,0,148,63,282,129,0,0
171,哈雷德,拜仁慕尼黑,0,7,57.6,52.9,54.1,0.0,0.0,92,53,138,73,229,124,0,0,0,0
172,德拉罗齐埃,拜仁慕尼黑,3,8,71.2,37.1,0.0,0.0,0.0,673,479,116,43,0,0,0,0,0,0
173,基米雷尔,拜仁慕尼黑,0,1,61.9,0.0,0.0,0.0,54.5,21,13,0,0,0,0,0,0,145,79
174,吉尼奥利,拜仁慕尼黑,41,0,0.0,36.4,0.0,52.6,0.0,0,0,214,78,0,0,574,302,0,0
175,兰多尔夫,拜仁慕尼黑,7,7,79.1,30.4,52.9,35.3,0.0,846,669,23,7,17,9,68,24,0,0
176,皮耶蒂凯宁,拜仁慕尼黑,4,20,74.4,59.1,0.0,0.0,0.0,687,511,171,101,0,0,0,0,0,0
188,德尔维希安,上海上港,1,1,58.3,0.0,35.1,45.5,0.0,561,327,0,0,57,20,121,55,0,0
189,斯捷普琴科夫,上海上港,22,0,0.0,46.5,0.0,43.3,0.0,0,0,43,20,0,0,578,250,0,0
190,富莱尼,上海上港,3,5,82.0,0.0,28.6,20.4,0.0,1004,823,1,0,14,4,49,10,0,0
191,阿加雷,上海上港,0,0,16.0,0.0,59.2,54.7,0.0,75,12,0,0,233,138,316,173,0,0
192,西利扬托,上海上港,4,2,80.2,0.0,22.2,23.3,0.0,1069,857,2,0,9,2,60,14,0,0
193,泽曼科娃,上海上港,0,0,30.8,0.0,66.1,49.2,0.0,78,24,0,0,174,115,309,152,0,0
194,马尔盖纳,上海上港,8,6,67.5,52.3,0.0,0.0,0.0,822,555,216,113,0,0,0,0,0,0
195,阿利马梅德,上海上港,3,2,44.1,55.4,45.1,0.0,0.0,68,30,186,103,224,101,0,0,0,0
196,松茹尔,上海上港,0,0,20.0,0.0,0.0,0.0,61.3,5,1,0,0,0,0,0,0,137,84
197,阿德罗尼亚,上海上港,2,4,50.7,44.1,49.8,0.0,0.0,67,34,161,71,231,115,0,0,0,0
198,菲茨杰拉尔德,上海上港,7,12,71.8,54.7,0.0,0.0,0.0,871,625,245,134,0,0,0,0,0,0
199,切斯特纳特,莱斯特城,34,0,0.0,42.2,0.0,54.8,0.0,0,0,192,81,0,0,429,235,0,0
200,庞舍尼耶,莱斯特城,0,3,41.9,0.0,58.5,49.4,0.0,210,88,0,0,147,86,235,116,0,0
201,特林克莱,莱斯特城,0,15,73.7,0.0,44.8,51.2,0.0,1077,794,0,0,58,26,84,43,0,0
202,纳伊登,莱斯特城,0,13,70.8,0.0,61.0,54.9,0.0,913,646,0,0,77,47,102,56,0,0
203,霍勒费尔德,莱斯特城,14,17,73.1,41.3,0.0,49.0,0.0,1074,785,75,31,0,0,98,48,0,0
204,法穆拉罗,莱斯特城,0,3,40.2,0.0,60.7,56.0,0.0,117,47,0,0,196,119,252,141,0,0
205,舒赫明,莱斯特城,0,8,54.2,0.0,31.8,46.8,0.0,935,507,0,0,44,14,94,44,0,0
206,舍嫩,莱斯特城,0,9,46.2,37.2,46.0,0.0,0.0,91,42,113,42,248,114,0,0,0,0
207,贝尔盖涅,莱斯特城,0,2,63.6,0.0,0.0,0.0,56.2,22,14,0,0,0,0,0,0,130,73
208,西法尔,莱斯特城,0,12,57.4,39.1,47.5,0.0,0.0,94,54,128,50,259,123,0,0,0,0
209,索布尔,莱斯特城,34,0,0.0,43.2,0.0,55.5,0.0,0,0,190,82,0,0,447,248,0,0
210,法拉戈蒂,塞维利亚,0,6,75.4,0.0,46.8,43.6,0.0,651,491,0,0,62,29,78,34,0,0
211,索云切廷,塞维利亚,69,0,0.0,44.8,0.0,60.2,0.0,0,0,203,91,0,0,676,407,0,0
212,梅托维奇,塞维利亚,7,12,76.3,56.4,0.0,0.0,0.0,666,508,149,84,0,0,0,0,0,0
213,利菲,塞维利亚,2,14,81.4,36.4,46.2,32.7,0.0,837,681,11,4,13,6,55,18,0,0
214,彼拉,塞维利亚,1,10,65.8,49.0,46.2,0.0,0.0,76,50,149,73,262,121,0,0,0,0
215,尼尔布,塞维利亚,1,10,67.1,42.7,40.7,0.0,0.0,85,57,143,61,221,90,0,0,0,0
216,迪克内,塞维利亚,0,1,19.4,0.0,53.4,40.6,0.0,67,13,0,0,174,93,251,102,0,0
217,平塞罗,塞维利亚,0,1,36.1,0.0,54.9,47.9,0.0,97,35,0,0,195,107,257,123,0,0
218,麦加尼,塞维利亚,2,20,74.1,53.2,0.0,0.0,0.0,671,497,158,84,0,0,0,0,0,0
219,莫拉蒂,塞维利亚,13,12,79.9,53.6,42.9,47.7,0.0,864,690,28,15,14,6,65,31,0,0
220,古卡索夫,塞维利亚,0,0,33.3,0.0,0.0,0.0,56.6,24,8,0,0,0,0,0,0,159,90
232,莫昆比,里斯本竞技,2,31,72.4,50.5,0.0,0.0,0.0,1191,862,204,103,0,0,0,0,0,0
233,卡迪姆,里斯本竞技,4,26,81.0,50.0,42.9,23.6,0.0,1271,1030,8,4,21,9,55,13,0,0
234,阿尔特曼施佩格,里斯本竞技,1,10,58.2,0.0,53.6,40.0,0.0,843,491,0,0,56,30,85,34,0,0
235,列斯科,里斯本竞技,67,0,0.0,30.7,0.0,57.5,0.0,0,0,137,42,0,0,628,361,0,0
236,弗勒迪克,里斯本竞技,0,2,40.8,0.0,62.9,52.6,0.0,98,40,0,0,202,127,249,131,0,0
237,林德罗斯,里斯本竞技,43,0,0.0,27.1,0.0,41.6,0.0,0,0,133,36,0,0,524,218,0,0
238,帕尔帕莱,里斯本竞技,0,2,29.4,0.0,50.8,46.7,0.0,85,25,0,0,185,94,261,122,0,0
239,卡斯蒂格,里斯本竞技,0,0,20.3,0.0,54.5,39.7,0.0,64,13,0,0,167,91,247,98,0,0
240,穆尔托因佩雷,里斯本竞技,1,31,68.2,57.0,0.0,0.0,0.0,1178,803,214,122,0,0,0,0,0,0
241,加夫雷希,里斯本竞技,3,17,66.7,0.0,53.6,50.0,0.0,1018,679,0,0,56,30,78,39,0,0
242,卡什特兰,里斯本竞技,0,0,43.5,0.0,0.0,0.0,58.0,23,10,0,0,0,0,0,0,162,94
254,瓦隆,浙江绿城,11,4,72.4,48.8,0.0,48.1,0.0,764,553,41,20,0,0,135,65,0,0
255,博加尔迪,浙江绿城,0,3,47.2,53.2,55.0,0.0,0.0,72,34,109,58,222,122,0,0,0,0
256,桑德舍,浙江绿城,10,6,70.3,28.1,0.0,53.2,0.0,690,485,32,9,0,0,158,84,0,0
257,卡拉斯卡劳,浙江绿城,0,0,31.7,0.0,52.7,54.5,0.0,82,26,0,0,167,88,233,127,0,0
258,奥罗法洛,浙江绿城,31,0,0.0,38.5,0.0,54.5,0.0,0,0,96,37,0,0,451,246,0,0
259,皮佐卡罗,浙江绿城,1,14,79.3,0.0,71.2,56.0,0.0,874,693,0,0,73,52,75,42,0,0
260,斯特列茨库尔,浙江绿城,2,11,49.4,48.2,0.0,0.0,0.0,89,44,245,118,0,0,0,0,0,0
261,杰梅耶夫,浙江绿城,0,3,37.7,46.3,44.3,0.0,0.0,69,26,108,50,235,104,0,0,0,0
262,斯洛尔,浙江绿城,0,0,45.5,0.0,0.0,0.0,55.9,11,5,0,0,0,0,0,0,127,71
263,费凯蒂奇,浙江绿城,6,12,61.1,53.5,0.0,0.0,0.0,95,58,269,144,0,0,0,0,0,0
264,成乾,浙江绿城,0,0,42.7,0.0,67.1,59.5,0.0,103,44,0,0,213,143,237,141,0,0
276,伊帕拉吉雷,西汉姆联,1,5,48.1,48.9,36.3,0.0,0.0,81,39,133,65,267,97,0,0,0,0
277,贝拉温娜,西汉姆联,5,5,80.9,53.7,29.4,27.3,0.0,225,182,41,22,17,5,44,12,0,0
278,韦列日尼科夫,西汉姆联,3,8,71.5,51.5,0.0,0.0,0.0,228,163,200,103,0,0,0,0,0,0
279,辛迪莱,西汉姆联,0,0,43.3,0.0,58.2,56.0,0.0,134,58,0,0,244,142,284,159,0,0
280,多舒,西汉姆联,0,0,23.7,0.0,50.0,57.3,0.0,131,31,0,0,196,98,267,153,0,0
281,赖因维茨,西汉姆联,3,1,69.7,36.7,0.0,0.0,0.0,188,131,166,61,0,0,0,0,0,0
282,文扎拉,西汉姆联,0,4,72.7,32.1,20.0,38.5,0.0,227,165,28,9,15,3,26,10,0,0
283,帕夫利娅,西汉姆联,0,2,30.0,0.0,0.0,0.0,57.7,40,12,0,0,0,0,0,0,175,101
284,基维萨里,西汉姆联,2,7,52.9,53.4,45.3,0.0,0.0,87,46,116,62,225,102,0,0,0,0
285,古尔兹,西汉姆联,29,0,0.0,34.7,0.0,61.8,0.0,0,0,326,113,0,0,262,162,0,0
286,扎瓦利,西汉姆联,1,3,62.3,0.0,35.0,46.1,0.0,183,114,0,0,60,21,102,47,0,0
287,萨利图里,狼队,6,1,52.5,46.4,0.0,0.0,0.0,40,21,196,91,0,0,0,0,0,0
288,菲洛戈尼奥,狼队,0,0,6.6,0.0,66.4,49.1,0.0,91,6,0,0,244,162,328,161,0,0
289,乌德纽斯,狼队,1,8,76.6,46.8,0.0,0.0,0.0,1204,922,47,22,0,0,0,0,0,0
290,当特,狼队,1,3,56.2,43.9,0.0,0.0,0.0,48,27,173,76,0,0,0,0,0,0
291,舒茨曼,狼队,0,0,34.5,32.5,39.9,0.0,0.0,29,10,40,13,243,97,0,0,0,0
292,米库尔斯卡,狼队,0,1,51.4,42.6,50.0,0.0,0.0,37,19,61,26,224,112,0,0,0,0
293,佩科拉里,狼队,3,3,74.9,44.0,0.0,0.0,0.0,1118,837,50,22,0,0,0,0,0,0
294,马尔塞耶,狼队,0,0,60.0,0.0,0.0,0.0,58.5,15,9,0,0,0,0,0,0,159,93
295,萨韦德,狼队,0,0,32.6,0.0,48.9,52.8,0.0,86,28,0,0,178,87,343,181,0,0
296,博因,狼队,24,0,0.0,28.1,0.0,46.4,0.0,0,0,114,32,0,0,513,238,0,0
297,格拉贝斯,狼队,4,12,85.8,43.5,58.3,50.0,0.0,1856,1592,23,10,12,7,40,20,0,0
309,克拉佩,摩纳哥,1,12,55.8,58.5,52.9,0.0,0.0,147,82,200,117,257,136,0,0,0,0
310,斯坦索尔,摩纳哥,0,2,50.0,0.0,0.0,0.0,56.3,28,14,0,0,0,0,0,0,167,94
311,施韦德,摩纳哥,5,11,69.1,46.3,0.0,0.0,0.0,181,125,177,82,0,0,0,0,0,0
312,维肖内,摩纳哥,1,1,57.1,0.0,56.1,28.7,0.0,147,84,0,0,66,37,80,23,0,0
313,贝尔蒙迪,摩纳哥,0,0,32.5,0.0,52.3,38.9,0.0,83,27,0,0,153,80,244,95,0,0
314,斯科罗斯拉夫,摩纳哥,0,2,34.0,0.0,63.5,51.1,0.0,106,36,0,0,208,132,270,138,0,0
315,佐佐木将,摩纳哥,0,16,66.4,56.8,60.1,0.0,0.0,122,81,162,92,233,140,0,0,0,0
316,布鲁丹,摩纳哥,1,15,64.8,42.1,0.0,0.0,0.0,196,127,140,59,0,0,0,0,0,0
317,德亚尼什,摩纳哥,10,2,80.0,42.9,36.4,26.8,0.0,225,180,28,12,11,4,41,11,0,0
318,马斯托丹特,摩纳哥,38,0,0.0,42.2,0.0,52.2,0.0,0,0,282,119,0,0,343,179,0,0
319,郑凯龙,摩纳哥,13,4,73.3,51.4,46.7,51.9,0.0,187,137,35,18,15,7,52,27,0,0
320,斯图皮内安,广州恒大,0,0,50.0,0.0,55.9,46.2,0.0,62,31,0,0,161,90,238,110,0,0
321,蒂布西奥,广州恒大,5,11,68.4,49.4,0.0,0.0,0.0,749,512,257,127,0,0,0,0,0,0
322,西里通,广州恒大,0,0,38.9,0.0,59.6,49.8,0.0,54,21,0,0,193,115,237,118,0,0
323,维戈洛夫,广州恒大,0,5,80.0,0.0,71.2,60.3,0.0,651,521,0,0,59,42,58,35,0,0
324,艾斯可,广州恒大,7,6,83.5,50.0,21.4,46.8,0.0,930,777,8,4,14,3,62,29,0,0
325,哈里希,广州恒大,5,11,81.3,28.6,35.7,42.9,0.0,987,802,7,2,14,5,63,27,0,0
326,特赖切克,广州恒大,8,11,70.7,58.3,0.0,0.0,0.0,719,508,199,116,0,0,0,0,0,0
327,佩钦卡,广州恒大,2,4,56.5,40.5,46.7,0.0,0.0,69,39,163,66,242,113,0,0,0,0
328,斯文内费尔特,广州恒大,0,5,50.7,50.6,54.6,0.0,0.0,75,38,174,88,196,107,0,0,0,0
329,斯沃森,广州恒大,39,0,0.0,28.3,0.0,51.7,0.0,0,0,92,26,0,0,648,335,0,0
330,赫尔内,广州恒大,0,1,50.0,0.0,0.0,0.0,50.4,8,4,0,0,0,0,0,0,123,62
386,克里埃尔,川崎前锋,1,2,64.9,45.1,49.6,0.0,0.0,57,37,71,32,228,113,0,0,0,0
387,科罗尼斯,川崎前锋,0,0,58.3,0.0,0.0,0.0,44.7,12,7,0,0,0,0,0,0,150,67
388,波赫亚斯沃,川崎前锋,8,14,65.4,58.3,0.0,0.0,0.0,81,53,321,187,0,0,0,0,0,0
389,厄兹帕拉,川崎前锋,9,5,80.2,65.1,0.0,0.0,0.0,540,433,106,69,0,0,0,0,0,0
390,艾索伦,川崎前锋,3,16,65.3,53.4,0.0,0.0,0.0,95,62,264,141,0,0,0,0,0,0
391,施蓬格,川崎前锋,0,0,47.2,0.0,64.4,45.5,0.0,72,34,0,0,205,132,224,102,0,0
392,吉杜利亚诺夫,川崎前锋,0,0,41.9,0.0,56.7,52.7,0.0,93,39,0,0,245,139,241,127,0,0
393,多纳泰罗,川崎前锋,9,5,80.9,50.0,38.9,28.6,0.0,581,470,8,4,18,7,35,10,0,0
394,纳西夫,川崎前锋,2,8,74.6,38.9,0.0,0.0,0.0,472,352,72,28,0,0,0,0,0,0
395,泰克索伊,川崎前锋,0,2,57.1,45.6,52.2,0.0,0.0,49,28,90,41,232,121,0,0,0,0
396,察诺维奇,川崎前锋,37,0,0.0,25.6,0.0,59.6,0.0,0,0,125,32,0,0,445,265,0,0
397,卡皮耶夫,北京国安,1,9,60.4,48.2,55.1,0.0,0.0,53,32,141,68,254,140,0,0,0,0
398,穆诺科,北京国安,33,0,0.0,38.2,0.0,43.8,0.0,0,0,225,86,0,0,224,98,0,0
399,洪比歇尔,北京国安,0,1,30.0,0.0,0.0,0.0,60.6,30,9,0,0,0,0,0,0,155,94
400,哈莱夫奥卢,北京国安,23,0,0.0,29.2,0.0,44.6,0.0,0,0,209,61,0,0,224,100,0,0
401,拉夫斯泰特,北京国安,7,9,81.5,34.6,28.6,32.4,0.0,470,383,26,9,21,6,34,11,0,0
402,亚楚科夫,北京国安,9,9,83.6,70.8,60.0,33.3,0.0,489,409,24,17,20,12,24,8,0,0
403,周月强,北京国安,0,12,72.6,48.2,58.6,0.0,0.0,62,45,139,67,249,146,0,0,0,0
404,卡拉莫茨,北京国安,0,2,29.7,0.0,49.7,50.9,0.0,101,30,0,0,173,86,234,119,0,0
405,厄尔兴,北京国安,10,23,75.8,56.3,0.0,0.0,0.0,466,353,238,134,0,0,0,0,0,0
406,卡勒比约克,北京国安,7,13,73.5,50.6,0.0,0.0,0.0,419,308,241,122,0,0,0,0,0,0
407,法贝绍娃,北京国安,0,0,26.7,0.0,53.8,42.9,0.0,90,24,0,0,234,126,219,94,0,0
430,沃里奥克萨,桑托斯,24,0,0.0,40.5,0.0,49.9,0.0,0,0,247,100,0,0,425,212,0,0
431,韦奇卡,桑托斯,0,4,69.4,0.0,65.4,52.2,0.0,483,335,0,0,52,34,69,36,0,0
432,马廖科维奇,桑托斯,0,0,46.8,0.0,60.5,47.8,0.0,94,44,0,0,162,98,228,109,0,0
433,伊格尼什卡,桑托斯,3,4,77.2,27.8,0.0,26.9,0.0,613,473,18,5,9,0,52,14,0,0
434,阿达蒙蒂,桑托斯,1,5,78.6,50.0,71.4,21.4,0.0,612,481,16,8,7,5,42,9,0,0
435,贾吉尔,桑托斯,8,5,65.7,47.7,0.0,0.0,0.0,575,378,218,104,0,0,0,0,0,0
436,洛瓦萨,桑托斯,0,0,36.4,0.0,0.0,0.0,52.3,33,12,0,0,0,0,0,0,107,56
437,莱特卡,桑托斯,5,4,51.5,45.4,0.0,0.0,0.0,464,239,163,74,0,0,0,0,0,0
438,潘杜雷维奇,桑托斯,1,4,59.4,45.5,51.9,0.0,0.0,69,41,132,60,239,124,0,0,0,0
439,胡绍贵,桑托斯,0,0,51.0,0.0,72.9,59.3,0.0,104,53,0,0,229,167,236,140,0,0
440,布安加,桑托斯,0,5,54.0,49.0,50.2,0.0,0.0,63,34,145,71,257,129,0,0,0,0
